wall_time,index,name,util_gpu,memory_used,memory_total,power,temperature
1782120416.3398128,1,NVIDIA GeForce RTX 4090 D,13,1550,24564,101.72,55
1782120421.4553587,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,141.93,53
1782120421.4553587,1,NVIDIA GeForce RTX 4090 D,74,1550,24564,137.84,57
1782120426.5759811,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,143.58,54
1782120426.5759811,1,NVIDIA GeForce RTX 4090 D,74,1550,24564,137.48,58
1782120431.6945431,0,NVIDIA GeForce RTX 4090 D,13,1550,24564,106.84,51
1782120431.6945431,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,136.16,57
1782120436.8111176,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,142.93,54
1782120436.8111176,1,NVIDIA GeForce RTX 4090 D,70,1550,24564,136.23,56
1782120441.9270287,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,143.90,54
1782120441.9270287,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.29,57
1782120447.0508678,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,144.07,53
1782120447.0508678,1,NVIDIA GeForce RTX 4090 D,70,1550,24564,136.77,57
1782120452.1728702,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,143.88,53
1782120452.1728702,1,NVIDIA GeForce RTX 4090 D,12,1550,24564,99.88,55
1782120457.2959082,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,143.33,54
1782120457.2959082,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,136.47,57
1782120462.4220915,0,NVIDIA GeForce RTX 4090 D,12,1550,24564,125.20,52
1782120462.4220915,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,135.60,57
1782120467.538041,0,NVIDIA GeForce RTX 4090 D,75,1550,24564,143.57,53
1782120467.538041,1,NVIDIA GeForce RTX 4090 D,75,1550,24564,140.51,57
1782120472.6680634,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,142.99,53
1782120472.6680634,1,NVIDIA GeForce RTX 4090 D,75,1550,24564,138.40,57
1782120477.7953181,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,142.45,53
1782120477.7953181,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,135.60,57
1782120482.8978574,0,NVIDIA GeForce RTX 4090 D,69,1550,24564,142.75,53
1782120482.8978574,1,NVIDIA GeForce RTX 4090 D,74,1550,24564,137.36,57
1782120488.0136666,0,NVIDIA GeForce RTX 4090 D,13,1550,24564,112.59,51
1782120488.0136666,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,137.90,57
1782120493.1272535,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,141.90,53
1782120493.1272535,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,137.47,57
1782120498.245792,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,141.82,53
1782120498.245792,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,136.13,57
1782120503.3662238,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,141.97,53
1782120503.3662238,1,NVIDIA GeForce RTX 4090 D,13,1550,24564,129.65,55
1782120508.4874053,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,141.94,53
1782120508.4874053,1,NVIDIA GeForce RTX 4090 D,69,1550,24564,136.10,57
1782120513.583675,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,142.25,53
1782120513.583675,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,135.82,57
1782120518.7113726,0,NVIDIA GeForce RTX 4090 D,69,1550,24564,142.21,53
1782120518.7113726,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,136.94,57
1782120523.8391004,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,141.18,53
1782120523.8391004,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,133.10,57
1782120528.9638999,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,141.81,53
1782120528.9638999,1,NVIDIA GeForce RTX 4090 D,74,1550,24564,135.50,57
1782120534.0903208,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,142.46,53
1782120534.0903208,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.70,57
1782120539.2180386,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,141.89,53
1782120539.2180386,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,137.27,58
1782120544.3466718,0,NVIDIA GeForce RTX 4090 D,13,1550,24564,118.70,51
1782120544.3466718,1,NVIDIA GeForce RTX 4090 D,70,1550,24564,136.06,57
1782120549.462655,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,140.79,53
1782120549.462655,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,136.67,57
1782120554.5796413,0,NVIDIA GeForce RTX 4090 D,68,1550,24564,140.02,53
1782120554.5796413,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,137.35,58
1782120559.698338,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,141.82,54
1782120559.698338,1,NVIDIA GeForce RTX 4090 D,70,1550,24564,135.39,56
1782120564.823977,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,140.88,53
1782120564.823977,1,NVIDIA GeForce RTX 4090 D,74,1550,24564,137.05,57
1782120569.9513657,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,140.69,53
1782120569.9513657,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,137.92,57
1782120575.1202922,0,NVIDIA GeForce RTX 4090 D,69,1550,24564,140.65,53
1782120575.1202922,1,NVIDIA GeForce RTX 4090 D,14,1550,24564,100.67,55
1782120580.2229202,0,NVIDIA GeForce RTX 4090 D,68,1550,24564,141.91,53
1782120580.2229202,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,138.20,58
1782120585.3372672,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,141.79,54
1782120585.3372672,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,135.42,57
1782120590.4342475,0,NVIDIA GeForce RTX 4090 D,67,1550,24564,140.27,53
1782120590.4342475,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,136.71,57
1782120595.513949,0,NVIDIA GeForce RTX 4090 D,74,1550,24564,142.51,54
1782120595.513949,1,NVIDIA GeForce RTX 4090 D,74,1550,24564,137.34,57
1782120600.6299999,0,NVIDIA GeForce RTX 4090 D,13,1550,24564,118.61,51
1782120600.6299999,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,138.30,58
1782120605.7475035,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,142.85,53
1782120605.7475035,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,136.57,57
1782120610.86412,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,141.53,53
1782120610.86412,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,118.64,57
1782120615.983784,0,NVIDIA GeForce RTX 4090 D,69,1550,24564,141.79,53
1782120615.983784,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,137.74,57
1782120621.1020558,0,NVIDIA GeForce RTX 4090 D,12,1550,24564,104.50,51
1782120621.1020558,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,138.64,57
1782120626.2273233,0,NVIDIA GeForce RTX 4090 D,69,1550,24564,140.89,53
1782120626.2273233,1,NVIDIA GeForce RTX 4090 D,13,1550,24564,119.70,56
1782120631.350589,0,NVIDIA GeForce RTX 4090 D,76,1550,24564,147.35,54
1782120631.350589,1,NVIDIA GeForce RTX 4090 D,74,1550,24564,138.35,57
1782120636.4666095,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,140.83,53
1782120636.4666095,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,138.25,58
1782120641.5822346,0,NVIDIA GeForce RTX 4090 D,74,1550,24564,143.28,54
1782120641.5822346,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,137.12,58
1782120646.7025769,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,141.67,53
1782120646.7025769,1,NVIDIA GeForce RTX 4090 D,75,1550,24564,138.82,57
1782120651.822858,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,141.79,53
1782120651.822858,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,138.19,57
1782120656.9323556,0,NVIDIA GeForce RTX 4090 D,13,1550,24564,105.87,52
1782120656.9323556,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,137.69,58
1782120662.0254576,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,141.56,53
1782120662.0254576,1,NVIDIA GeForce RTX 4090 D,13,1550,24564,101.10,55
1782120667.1431231,0,NVIDIA GeForce RTX 4090 D,75,1550,24564,141.59,53
1782120667.1431231,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,137.75,58
1782120672.262521,0,NVIDIA GeForce RTX 4090 D,12,1550,24564,117.94,51
1782120672.262521,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,138.18,57
1782120677.3784208,0,NVIDIA GeForce RTX 4090 D,69,1550,24564,142.65,54
1782120677.3784208,1,NVIDIA GeForce RTX 4090 D,13,1550,24564,132.75,56
1782120682.506825,0,NVIDIA GeForce RTX 4090 D,68,1550,24564,141.50,53
1782120682.506825,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.25,57
1782120687.6234343,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,143.07,54
1782120687.6234343,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,138.13,58
1782120692.73933,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,141.87,53
1782120692.73933,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,138.54,58
1782120697.8590207,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,143.76,53
1782120697.8590207,1,NVIDIA GeForce RTX 4090 D,74,1550,24564,138.13,58
1782120702.9791625,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,143.76,54
1782120702.9791625,1,NVIDIA GeForce RTX 4090 D,75,1550,24564,138.38,57
1782120708.0964336,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,141.41,54
1782120708.0964336,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,138.59,58
1782120713.214049,0,NVIDIA GeForce RTX 4090 D,68,1550,24564,139.78,53
1782120713.214049,1,NVIDIA GeForce RTX 4090 D,14,1550,24564,125.10,56
1782120718.3484695,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,141.51,54
1782120718.3484695,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,138.47,59
1782120723.4629767,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,141.51,54
1782120723.4629767,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,138.75,57
1782120728.5830266,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,141.97,54
1782120728.5830266,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,137.39,57
1782120733.7029247,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,142.07,53
1782120733.7029247,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,136.90,57
1782120738.8304381,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,142.81,54
1782120738.8304381,1,NVIDIA GeForce RTX 4090 D,75,1550,24564,137.99,57
1782120743.9467204,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,141.35,53
1782120743.9467204,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.22,57
1782120749.075433,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,141.42,53
1782120749.075433,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,137.01,57
1782120754.2026157,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,144.08,53
1782120754.2026157,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,137.44,57
1782120759.3218794,0,NVIDIA GeForce RTX 4090 D,67,1550,24564,141.55,53
1782120759.3218794,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,137.95,58
1782120764.4508255,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,141.50,53
1782120764.4508255,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.51,58
1782120769.567633,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,142.35,53
1782120769.567633,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.98,58
1782120774.695008,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,142.33,54
1782120774.695008,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.94,57
1782120779.8139164,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,137.06,53
1782120779.8139164,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.04,57
1782120784.9302914,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,143.53,53
1782120784.9302914,1,NVIDIA GeForce RTX 4090 D,74,1550,24564,137.28,57
1782120790.0681272,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,142.53,53
1782120790.0681272,1,NVIDIA GeForce RTX 4090 D,74,1550,24564,137.00,57
1782120795.1887305,0,NVIDIA GeForce RTX 4090 D,69,1550,24564,141.86,53
1782120795.1887305,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.40,57
1782120800.3133848,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,142.98,53
1782120800.3133848,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,137.25,58
1782120805.3919709,0,NVIDIA GeForce RTX 4090 D,69,1550,24564,141.46,53
1782120805.3919709,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.72,58
1782120810.4944034,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,141.65,53
1782120810.4944034,1,NVIDIA GeForce RTX 4090 D,76,1550,24564,137.70,57
1782120815.5962532,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,142.36,53
1782120815.5962532,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,138.61,57
1782120820.6941223,0,NVIDIA GeForce RTX 4090 D,13,1550,24564,135.48,52
1782120820.6941223,1,NVIDIA GeForce RTX 4090 D,74,1550,24564,138.10,57
1782120825.7911828,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,142.23,54
1782120825.7911828,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,138.19,57
1782120830.8695986,0,NVIDIA GeForce RTX 4090 D,12,1550,24564,104.99,52
1782120830.8695986,1,NVIDIA GeForce RTX 4090 D,75,1550,24564,137.35,57
1782120835.9667585,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,142.21,53
1782120835.9667585,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,136.99,57
1782120841.0453594,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,142.90,54
1782120841.0453594,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,139.25,58
1782120846.167059,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,142.79,54
1782120846.167059,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.84,57
1782120851.2960563,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,142.54,54
1782120851.2960563,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.60,57
1782120856.4119158,0,NVIDIA GeForce RTX 4090 D,67,1550,24564,141.66,53
1782120856.4119158,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,137.78,58
1782120861.5281901,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,141.76,53
1782120861.5281901,1,NVIDIA GeForce RTX 4090 D,72,1550,24564,136.50,57
1782120866.6437383,0,NVIDIA GeForce RTX 4090 D,76,1550,24564,146.21,54
1782120866.6437383,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,136.80,58
1782120871.7595806,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,141.74,53
1782120871.7595806,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,134.02,56
1782120876.8755531,0,NVIDIA GeForce RTX 4090 D,13,1550,24564,126.32,52
1782120876.8755531,1,NVIDIA GeForce RTX 4090 D,74,1550,24564,137.91,57
1782120881.9909968,0,NVIDIA GeForce RTX 4090 D,12,1550,24564,103.67,52
1782120881.9909968,1,NVIDIA GeForce RTX 4090 D,75,1550,24564,137.73,57
1782120887.1084385,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,142.02,54
1782120887.1084385,1,NVIDIA GeForce RTX 4090 D,13,1550,24564,100.87,55
1782120892.2279308,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,142.50,53
1782120892.2279308,1,NVIDIA GeForce RTX 4090 D,71,1550,24564,138.54,57
1782120897.3448982,0,NVIDIA GeForce RTX 4090 D,70,1550,24564,142.58,54
1782120897.3448982,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.99,57
1782120902.4608965,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,141.89,54
1782120902.4608965,1,NVIDIA GeForce RTX 4090 D,74,1550,24564,137.10,57
1782120907.5774176,0,NVIDIA GeForce RTX 4090 D,72,1550,24564,141.75,53
1782120907.5774176,1,NVIDIA GeForce RTX 4090 D,69,1550,24564,136.63,57
1782120912.6970234,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,141.64,53
1782120912.6970234,1,NVIDIA GeForce RTX 4090 D,70,1550,24564,137.92,57
1782120917.7784169,0,NVIDIA GeForce RTX 4090 D,73,1550,24564,141.58,53
1782120917.7784169,1,NVIDIA GeForce RTX 4090 D,73,1550,24564,137.97,58
1782120922.899273,0,NVIDIA GeForce RTX 4090 D,71,1550,24564,143.40,54
1782120922.899273,1,NVIDIA GeForce RTX 4090 D,14,777,24564,99.92,54
1782120928.023718,0,NVIDIA GeForce RTX 4090 D,74,1550,24564,143.37,53
1782120928.023718,1,NVIDIA GeForce RTX 4090 D,14,777,24564,85.92,53
1782120933.1447349,0,NVIDIA GeForce RTX 4090 D,0,777,24564,70.75,50
1782120933.1447349,1,NVIDIA GeForce RTX 4090 D,14,777,24564,85.58,54
1782120938.2593424,0,NVIDIA GeForce RTX 4090 D,13,777,24564,86.08,51
1782120938.2593424,1,NVIDIA GeForce RTX 4090 D,0,777,24564,69.03,51
1782120943.376173,0,NVIDIA GeForce RTX 4090 D,13,777,24564,86.05,50
1782120943.376173,1,NVIDIA GeForce RTX 4090 D,0,1,24564,15.67,49
1782120948.4723592,0,NVIDIA GeForce RTX 4090 D,13,777,24564,86.25,50
1782120948.4723592,1,NVIDIA GeForce RTX 4090 D,0,1,24564,12.90,48
1782120953.587418,0,NVIDIA GeForce RTX 4090 D,14,777,24564,93.38,50
1782120953.587418,1,NVIDIA GeForce RTX 4090 D,0,1,24564,12.56,47
1782120958.7049036,0,NVIDIA GeForce RTX 4090 D,12,777,24564,85.31,49
1782120958.7049036,1,NVIDIA GeForce RTX 4090 D,0,1,24564,12.52,46
1782120963.8202744,0,NVIDIA GeForce RTX 4090 D,13,777,24564,85.95,50
1782120963.8202744,1,NVIDIA GeForce RTX 4090 D,0,1,24564,12.51,46
1782120968.9361377,0,NVIDIA GeForce RTX 4090 D,13,777,24564,85.96,49
1782120968.9361377,1,NVIDIA GeForce RTX 4090 D,0,1,24564,12.54,45
1782120974.056321,0,NVIDIA GeForce RTX 4090 D,10,777,24564,85.27,48
1782120974.056321,1,NVIDIA GeForce RTX 4090 D,0,1,24564,12.53,45
1782120979.1763237,0,NVIDIA GeForce RTX 4090 D,12,777,24564,84.84,48
1782120979.1763237,1,NVIDIA GeForce RTX 4090 D,0,1,24564,12.48,44
1782120984.2921965,0,NVIDIA GeForce RTX 4090 D,13,777,24564,84.46,48
1782120984.2921965,1,NVIDIA GeForce RTX 4090 D,0,1,24564,12.48,44
