wall_time,index,name,util_gpu,memory_used,memory_total,power,temperature
1782121374.6173203,0,NVIDIA GeForce RTX 4090 D,0,0,24564,13.26,37
1782121374.6173203,1,NVIDIA GeForce RTX 4090 D,0,0,24564,12.34,36
1782121379.7341297,0,NVIDIA GeForce RTX 4090 D,0,1405,24564,51.06,38
1782121379.7341297,1,NVIDIA GeForce RTX 4090 D,0,1405,24564,48.40,37
1782121384.849701,0,NVIDIA GeForce RTX 4090 D,3,1405,24564,57.69,39
1782121384.849701,1,NVIDIA GeForce RTX 4090 D,28,1405,24564,53.82,38
1782121389.9245741,0,NVIDIA GeForce RTX 4090 D,1,1405,24564,56.57,39
1782121389.9245741,1,NVIDIA GeForce RTX 4090 D,27,1405,24564,56.99,39
1782121395.0393052,0,NVIDIA GeForce RTX 4090 D,16,1711,24564,60.02,40
1782121395.0393052,1,NVIDIA GeForce RTX 4090 D,14,1711,24564,90.36,41
1782121400.1561165,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,167.98,46
1782121400.1561165,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,157.18,46
1782121405.2713602,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,169.46,47
1782121405.2713602,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,160.85,46
1782121410.3876011,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,165.50,47
1782121410.3876011,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,160.19,48
1782121415.5035791,0,NVIDIA GeForce RTX 4090 D,92,2323,24564,165.94,48
1782121415.5035791,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,156.91,50
1782121420.6007013,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,167.46,48
1782121420.6007013,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,157.16,50
1782121425.728843,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,166.88,49
1782121425.728843,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,158.81,52
1782121430.811275,0,NVIDIA GeForce RTX 4090 D,97,2323,24564,167.97,50
1782121430.811275,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,158.86,51
1782121435.9287565,0,NVIDIA GeForce RTX 4090 D,92,2323,24564,167.68,50
1782121435.9287565,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,159.14,52
1782121441.0251744,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,168.35,50
1782121441.0251744,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,159.53,54
1782121446.1401875,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,169.04,51
1782121446.1401875,1,NVIDIA GeForce RTX 4090 D,13,2323,24564,98.49,51
1782121451.256953,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,168.34,51
1782121451.256953,1,NVIDIA GeForce RTX 4090 D,73,2323,24564,139.22,53
1782121456.3718667,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,168.35,51
1782121456.3718667,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,165.45,54
1782121461.4891956,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,170.69,51
1782121461.4891956,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,166.43,56
1782121466.608946,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,170.71,52
1782121466.608946,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,165.85,57
1782121471.7246218,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,171.48,53
1782121471.7246218,1,NVIDIA GeForce RTX 4090 D,91,2323,24564,160.86,55
1782121476.8405552,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,171.16,52
1782121476.8405552,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,161.13,57
1782121481.9575455,0,NVIDIA GeForce RTX 4090 D,92,2323,24564,171.53,54
1782121481.9575455,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,161.48,57
1782121487.0769384,0,NVIDIA GeForce RTX 4090 D,91,2323,24564,172.18,54
1782121487.0769384,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,167.29,58
1782121492.1914032,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,170.85,55
1782121492.1914032,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,167.68,58
1782121497.3092117,0,NVIDIA GeForce RTX 4090 D,97,2323,24564,172.37,53
1782121497.3092117,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,166.90,58
1782121502.4248602,0,NVIDIA GeForce RTX 4090 D,13,2323,24564,102.35,52
1782121502.4248602,1,NVIDIA GeForce RTX 4090 D,97,2323,24564,167.89,59
1782121507.540177,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,172.11,53
1782121507.540177,1,NVIDIA GeForce RTX 4090 D,97,2323,24564,167.70,59
1782121512.655772,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,171.99,54
1782121512.655772,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,170.04,61
1782121517.7731884,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,172.01,54
1782121517.7731884,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,169.07,59
1782121522.9031982,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,172.30,54
1782121522.9031982,1,NVIDIA GeForce RTX 4090 D,97,2323,24564,169.07,59
1782121528.0341432,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,175.02,54
1782121528.0341432,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,167.33,60
1782121533.1525476,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,172.94,54
1782121533.1525476,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,164.46,59
1782121538.269587,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,172.76,55
1782121538.269587,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,164.58,60
1782121543.389491,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,173.43,55
1782121543.389491,1,NVIDIA GeForce RTX 4090 D,92,2323,24564,161.95,59
1782121548.5170674,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.35,55
1782121548.5170674,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,164.80,58
1782121553.644951,0,NVIDIA GeForce RTX 4090 D,74,2323,24564,160.35,53
1782121553.644951,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,153.87,59
1782121558.7662024,0,NVIDIA GeForce RTX 4090 D,97,2323,24564,171.69,55
1782121558.7662024,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,164.19,58
1782121563.88528,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.14,55
1782121563.88528,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,165.24,58
1782121569.0052564,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,173.05,55
1782121569.0052564,1,NVIDIA GeForce RTX 4090 D,97,2323,24564,165.27,59
1782121574.124876,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,173.78,55
1782121574.124876,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,164.59,59
1782121579.2396948,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,172.75,56
1782121579.2396948,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,162.97,58
1782121584.3555274,0,NVIDIA GeForce RTX 4090 D,91,2323,24564,173.44,55
1782121584.3555274,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,164.33,59
1782121589.4722586,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,173.88,56
1782121589.4722586,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,164.98,59
1782121594.58807,0,NVIDIA GeForce RTX 4090 D,91,2323,24564,174.05,57
1782121594.58807,1,NVIDIA GeForce RTX 4090 D,88,2323,24564,163.36,58
1782121599.709623,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,174.55,57
1782121599.709623,1,NVIDIA GeForce RTX 4090 D,89,2323,24564,165.89,59
1782121604.8406632,0,NVIDIA GeForce RTX 4090 D,97,2323,24564,173.98,55
