wall_time,index,name,util_gpu,memory_used,memory_total,power,temperature
1782121604.8406632,1,NVIDIA GeForce RTX 4090 D,91,2323,24564,163.93,59
1782121609.9542997,0,NVIDIA GeForce RTX 4090 D,13,2323,24564,109.26,52
1782121609.9542997,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,164.61,58
1782121615.0968533,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,172.08,56
1782121615.0968533,1,NVIDIA GeForce RTX 4090 D,73,2323,24564,148.70,57
1782121620.192815,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,173.70,55
1782121620.192815,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,163.70,58
1782121625.2885652,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.01,55
1782121625.2885652,1,NVIDIA GeForce RTX 4090 D,92,2323,24564,164.36,58
1782121630.3678584,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,172.56,56
1782121630.3678584,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,163.96,58
1782121635.4834542,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,172.99,56
1782121635.4834542,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,166.20,58
1782121640.5663874,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,174.81,55
1782121640.5663874,1,NVIDIA GeForce RTX 4090 D,92,2323,24564,165.00,59
1782121645.6845212,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,173.93,56
1782121645.6845212,1,NVIDIA GeForce RTX 4090 D,97,2323,24564,165.43,58
1782121650.781239,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,174.17,55
1782121650.781239,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,148.66,58
1782121655.8624575,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,174.73,57
1782121655.8624575,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,164.03,58
1782121660.9436715,0,NVIDIA GeForce RTX 4090 D,73,2323,24564,159.01,54
1782121660.9436715,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,146.33,58
1782121666.025363,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,174.53,56
1782121666.025363,1,NVIDIA GeForce RTX 4090 D,91,2323,24564,163.47,59
1782121671.1411972,0,NVIDIA GeForce RTX 4090 D,97,2323,24564,173.63,56
1782121671.1411972,1,NVIDIA GeForce RTX 4090 D,76,2323,24564,138.30,57
1782121676.260988,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.98,56
1782121676.260988,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,164.68,59
1782121681.3771546,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.18,56
1782121681.3771546,1,NVIDIA GeForce RTX 4090 D,97,2323,24564,165.29,58
1782121686.4924777,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,172.48,55
1782121686.4924777,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,163.85,58
1782121691.6087947,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,173.04,55
1782121691.6087947,1,NVIDIA GeForce RTX 4090 D,97,2323,24564,163.38,58
1782121696.7330406,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,173.94,56
1782121696.7330406,1,NVIDIA GeForce RTX 4090 D,92,2323,24564,163.45,58
1782121701.861576,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.39,56
1782121701.861576,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,164.66,59
1782121706.9928427,0,NVIDIA GeForce RTX 4090 D,91,2323,24564,171.78,55
1782121706.9928427,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,164.01,58
1782121712.1091142,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.94,56
1782121712.1091142,1,NVIDIA GeForce RTX 4090 D,91,2323,24564,163.88,58
1782121717.2247431,0,NVIDIA GeForce RTX 4090 D,13,2323,24564,124.94,53
1782121717.2247431,1,NVIDIA GeForce RTX 4090 D,92,2323,24564,162.96,59
1782121722.3443928,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,171.53,56
1782121722.3443928,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,163.71,58
1782121727.4608386,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,173.49,57
1782121727.4608386,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,164.54,57
1782121732.5772665,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,172.95,57
1782121732.5772665,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,164.52,57
1782121737.693619,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,172.08,56
1782121737.693619,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,164.73,58
1782121742.8235602,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,179.15,56
1782121742.8235602,1,NVIDIA GeForce RTX 4090 D,89,2323,24564,163.63,57
1782121747.9411402,0,NVIDIA GeForce RTX 4090 D,90,2323,24564,171.48,56
1782121747.9411402,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,164.30,58
1782121753.056384,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,172.77,56
1782121753.056384,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,164.48,58
1782121758.1730542,0,NVIDIA GeForce RTX 4090 D,91,2323,24564,173.04,56
1782121758.1730542,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,156.30,59
1782121763.2881656,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,172.94,55
1782121763.2881656,1,NVIDIA GeForce RTX 4090 D,92,2323,24564,164.29,58
1782121768.4033213,0,NVIDIA GeForce RTX 4090 D,13,2323,24564,149.21,53
1782121768.4033213,1,NVIDIA GeForce RTX 4090 D,97,2323,24564,150.27,58
1782121773.5208046,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,153.80,55
1782121773.5208046,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,164.95,58
1782121778.6358228,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,171.88,57
1782121778.6358228,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,164.41,58
1782121783.7518096,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,171.24,56
1782121783.7518096,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,164.60,59
1782121788.867644,0,NVIDIA GeForce RTX 4090 D,90,2323,24564,171.30,55
1782121788.867644,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,163.29,57
1782121793.9850898,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,172.95,56
1782121793.9850898,1,NVIDIA GeForce RTX 4090 D,89,2323,24564,163.43,57
1782121799.1046255,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,173.23,55
1782121799.1046255,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,164.94,59
1782121804.199968,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,172.99,56
1782121804.199968,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,164.91,57
1782121809.315879,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,174.27,56
1782121809.315879,1,NVIDIA GeForce RTX 4090 D,87,2323,24564,161.72,58
1782121814.4448712,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,172.68,55
1782121814.4448712,1,NVIDIA GeForce RTX 4090 D,92,2323,24564,163.08,58
1782121819.560451,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,174.20,57
1782121819.560451,1,NVIDIA GeForce RTX 4090 D,82,2323,24564,159.73,57
1782121824.6771748,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,161.68,55
1782121824.6771748,1,NVIDIA GeForce RTX 4090 D,92,2323,24564,162.48,57
1782121829.791695,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.12,56
1782121829.791695,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,163.48,58
1782121834.9080377,0,NVIDIA GeForce RTX 4090 D,91,2323,24564,172.56,55
1782121834.9080377,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,163.10,57
1782121840.024403,0,NVIDIA GeForce RTX 4090 D,91,2323,24564,172.51,57
1782121840.024403,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,164.19,59
1782121845.1568718,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,172.63,55
1782121845.1568718,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,164.39,58
1782121850.234652,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,173.41,56
1782121850.234652,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,164.92,58
1782121855.3520184,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,171.68,56
1782121855.3520184,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,165.59,58
1782121860.4486594,0,NVIDIA GeForce RTX 4090 D,92,2323,24564,171.72,56
1782121860.4486594,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,163.61,59
1782121865.5649116,0,NVIDIA GeForce RTX 4090 D,98,2323,24564,171.84,56
1782121865.5649116,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,156.86,57
1782121870.6601965,0,NVIDIA GeForce RTX 4090 D,92,2323,24564,172.71,57
1782121870.6601965,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,164.07,57
1782121875.7762616,0,NVIDIA GeForce RTX 4090 D,76,2323,24564,171.12,55
1782121875.7762616,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,156.29,57
1782121880.8923676,0,NVIDIA GeForce RTX 4090 D,72,2323,24564,160.97,55
1782121880.8923676,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,164.22,57
1782121886.008584,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,170.88,55
1782121886.008584,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,162.58,57
1782121891.1240273,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,172.60,56
1782121891.1240273,1,NVIDIA GeForce RTX 4090 D,74,2323,24564,140.18,57
1782121896.2416923,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,172.61,55
1782121896.2416923,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,163.29,58
1782121901.357557,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.16,56
1782121901.357557,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,161.30,57
1782121906.4764464,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,173.33,56
1782121906.4764464,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,170.44,59
1782121911.5932534,0,NVIDIA GeForce RTX 4090 D,97,2323,24564,174.21,56
1782121911.5932534,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,163.28,57
1782121916.7128353,0,NVIDIA GeForce RTX 4090 D,91,2323,24564,172.61,55
1782121916.7128353,1,NVIDIA GeForce RTX 4090 D,72,2323,24564,138.56,56
1782121921.828637,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,173.50,55
1782121921.828637,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,164.44,58
1782121926.9441402,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,174.26,55
1782121926.9441402,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,165.37,59
1782121932.0605547,0,NVIDIA GeForce RTX 4090 D,87,2323,24564,110.76,54
1782121932.0605547,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,163.56,58
1782121937.1791942,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,156.21,54
1782121937.1791942,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,163.67,58
1782121942.2968426,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,173.82,55
1782121942.2968426,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,164.11,58
1782121947.4124594,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.49,56
1782121947.4124594,1,NVIDIA GeForce RTX 4090 D,71,2323,24564,137.83,56
1782121952.5278018,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,173.33,56
1782121952.5278018,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,163.48,58
1782121957.6449933,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,174.91,56
1782121957.6449933,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,163.76,57
1782121962.7686646,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,172.53,55
1782121962.7686646,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,164.31,58
1782121967.884213,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,172.32,55
1782121967.884213,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,163.72,59
1782121973.000726,0,NVIDIA GeForce RTX 4090 D,97,2323,24564,173.57,55
1782121973.000726,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,165.15,58
1782121978.1164255,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,172.19,55
1782121978.1164255,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,163.93,57
1782121983.2324,0,NVIDIA GeForce RTX 4090 D,92,2323,24564,173.63,56
1782121983.2324,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,147.96,57
1782121988.3497012,0,NVIDIA GeForce RTX 4090 D,97,2323,24564,172.00,55
1782121988.3497012,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,163.56,58
1782121993.4689977,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,173.49,55
1782121993.4689977,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,164.25,58
1782121998.584919,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.81,55
1782121998.584919,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,164.03,57
1782122003.7004578,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,171.90,54
1782122003.7004578,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,163.13,57
1782122008.8168597,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,172.26,56
1782122008.8168597,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,163.99,57
1782122013.9337978,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,172.88,54
1782122013.9337978,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,163.27,58
1782122019.052353,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.35,55
1782122019.052353,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,163.36,58
1782122024.168687,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,171.61,55
1782122024.168687,1,NVIDIA GeForce RTX 4090 D,72,2323,24564,136.97,56
1782122029.285005,0,NVIDIA GeForce RTX 4090 D,97,2323,24564,172.04,55
1782122029.285005,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,165.87,58
1782122034.400657,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,171.07,54
1782122034.400657,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,167.83,58
1782122039.5246365,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,154.46,54
1782122039.5246365,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,169.16,58
1782122044.639576,0,NVIDIA GeForce RTX 4090 D,73,2323,24564,143.77,53
1782122044.639576,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,169.21,59
1782122049.756804,0,NVIDIA GeForce RTX 4090 D,90,2323,24564,172.04,55
1782122049.756804,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,167.31,58
1782122054.8769343,0,NVIDIA GeForce RTX 4090 D,97,2323,24564,172.84,54
1782122054.8769343,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,165.10,58
1782122060.0021143,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,171.33,55
1782122060.0021143,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,162.99,58
1782122065.1280046,0,NVIDIA GeForce RTX 4090 D,92,2323,24564,170.81,54
1782122065.1280046,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,162.36,57
1782122070.2525425,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,171.67,54
1782122070.2525425,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,162.98,59
1782122075.376374,0,NVIDIA GeForce RTX 4090 D,93,2323,24564,173.21,55
1782122075.376374,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,163.67,58
1782122080.4550097,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,172.21,55
1782122080.4550097,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,163.66,58
1782122085.5354266,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,172.37,55
1782122085.5354266,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,163.94,58
1782122090.6530578,0,NVIDIA GeForce RTX 4090 D,71,2323,24564,143.40,53
1782122090.6530578,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,145.26,58
1782122095.7352366,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,170.87,55
1782122095.7352366,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,164.16,58
1782122100.8575325,0,NVIDIA GeForce RTX 4090 D,91,2323,24564,171.20,54
1782122100.8575325,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,162.59,57
1782122105.9807053,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.38,55
1782122105.9807053,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,162.51,58
1782122111.1044352,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,170.73,55
1782122111.1044352,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,163.54,57
1782122116.2338223,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,170.94,56
1782122116.2338223,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,163.20,59
1782122121.3527925,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,171.31,54
1782122121.3527925,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,162.94,58
1782122126.4764018,0,NVIDIA GeForce RTX 4090 D,92,2323,24564,170.54,55
1782122126.4764018,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,146.61,57
1782122131.5939746,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,172.28,55
1782122131.5939746,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,163.28,59
1782122136.7131448,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,172.05,55
1782122136.7131448,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,163.68,57
1782122141.8288455,0,NVIDIA GeForce RTX 4090 D,94,2323,24564,172.77,55
1782122141.8288455,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,163.50,57
1782122146.9558876,0,NVIDIA GeForce RTX 4090 D,71,2323,24564,144.48,53
1782122146.9558876,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,162.36,59
1782122152.0729997,0,NVIDIA GeForce RTX 4090 D,72,2323,24564,145.01,53
1782122152.0729997,1,NVIDIA GeForce RTX 4090 D,90,2323,24564,162.52,57
1782122157.1924884,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,171.50,55
1782122157.1924884,1,NVIDIA GeForce RTX 4090 D,95,2323,24564,163.42,58
1782122162.2900333,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,171.86,54
1782122162.2900333,1,NVIDIA GeForce RTX 4090 D,94,2323,24564,163.30,58
1782122167.4168792,0,NVIDIA GeForce RTX 4090 D,89,2323,24564,172.15,55
1782122167.4168792,1,NVIDIA GeForce RTX 4090 D,83,2323,24564,162.38,57
1782122172.5413902,0,NVIDIA GeForce RTX 4090 D,90,2323,24564,171.34,54
1782122172.5413902,1,NVIDIA GeForce RTX 4090 D,96,2323,24564,164.41,59
1782122177.6610818,0,NVIDIA GeForce RTX 4090 D,95,2323,24564,172.29,56
1782122177.6610818,1,NVIDIA GeForce RTX 4090 D,97,2323,24564,164.04,57
1782122182.7903411,0,NVIDIA GeForce RTX 4090 D,96,2323,24564,173.19,54
1782122182.7903411,1,NVIDIA GeForce RTX 4090 D,93,2323,24564,164.44,58
