timestamp,index,name,util_gpu,memory_used,memory_total,power,temp
2026/06/22 16:49:40.616, 0, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 88.08, 50
2026/06/22 16:49:40.623, 1, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 85.29, 49
2026/06/22 16:49:45.695, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 88.86, 50
2026/06/22 16:49:45.702, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.24, 49
2026/06/22 16:49:50.820, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.31, 50
2026/06/22 16:49:50.827, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.66, 49
2026/06/22 16:49:55.899, 0, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 88.71, 50
2026/06/22 16:49:55.906, 1, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 85.95, 49
2026/06/22 16:50:00.996, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.76, 51
2026/06/22 16:50:01.003, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.46, 50
2026/06/22 16:50:06.112, 0, NVIDIA GeForce RTX 4090 D, 1, 777, 24564, 87.35, 50
2026/06/22 16:50:06.119, 1, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 84.22, 49
2026/06/22 16:50:11.209, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 88.66, 51
2026/06/22 16:50:11.216, 1, NVIDIA GeForce RTX 4090 D, 16, 777, 24564, 56.75, 49
2026/06/22 16:50:16.328, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.84, 51
2026/06/22 16:50:16.335, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 83.89, 49
2026/06/22 16:50:21.448, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.96, 51
2026/06/22 16:50:21.455, 1, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 85.44, 49
2026/06/22 16:50:26.567, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.72, 52
2026/06/22 16:50:26.574, 1, NVIDIA GeForce RTX 4090 D, 12, 777, 24564, 83.97, 49
2026/06/22 16:50:31.688, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.37, 52
2026/06/22 16:50:31.695, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.91, 49
2026/06/22 16:50:36.806, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.93, 51
2026/06/22 16:50:36.813, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.54, 50
2026/06/22 16:50:41.928, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.71, 52
2026/06/22 16:50:41.935, 1, NVIDIA GeForce RTX 4090 D, 12, 777, 24564, 84.81, 50
2026/06/22 16:50:47.049, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 90.09, 52
2026/06/22 16:50:47.057, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.20, 50
2026/06/22 16:50:52.176, 0, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 89.26, 52
2026/06/22 16:50:52.183, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.67, 50
2026/06/22 16:50:57.280, 0, NVIDIA GeForce RTX 4090 D, 0, 777, 24564, 65.14, 51
2026/06/22 16:50:57.287, 1, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 84.07, 50
2026/06/22 16:51:02.396, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 90.60, 53
2026/06/22 16:51:02.404, 1, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 58.73, 49
2026/06/22 16:51:07.520, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 90.15, 52
2026/06/22 16:51:07.527, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.63, 51
2026/06/22 16:51:12.640, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 90.37, 52
2026/06/22 16:51:12.647, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.60, 50
2026/06/22 16:51:17.768, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 90.82, 53
2026/06/22 16:51:17.775, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.75, 50
2026/06/22 16:51:22.888, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 90.84, 53
2026/06/22 16:51:22.895, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.56, 50
2026/06/22 16:51:28.016, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 90.38, 53
2026/06/22 16:51:28.024, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.35, 50
2026/06/22 16:51:33.136, 0, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 91.28, 53
2026/06/22 16:51:33.143, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.28, 50
2026/06/22 16:51:38.264, 0, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 90.82, 53
2026/06/22 16:51:38.271, 1, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 84.64, 50
2026/06/22 16:51:43.380, 0, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 91.15, 53
2026/06/22 16:51:43.387, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.57, 50
2026/06/22 16:51:48.504, 0, NVIDIA GeForce RTX 4090 D, 0, 777, 24564, 62.67, 52
2026/06/22 16:51:48.511, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.77, 51
2026/06/22 16:51:53.619, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.94, 53
2026/06/22 16:51:53.626, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 67.27, 50
2026/06/22 16:51:58.717, 0, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 91.38, 54
2026/06/22 16:51:58.724, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.39, 50
2026/06/22 16:52:03.836, 0, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 90.40, 54
2026/06/22 16:52:03.843, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.59, 50
2026/06/22 16:52:08.964, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 91.58, 54
2026/06/22 16:52:08.972, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.95, 51
2026/06/22 16:52:14.084, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 91.02, 54
2026/06/22 16:52:14.091, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 86.77, 51
2026/06/22 16:52:19.204, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 92.15, 54
2026/06/22 16:52:19.211, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 86.53, 50
2026/06/22 16:52:24.324, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 90.98, 55
2026/06/22 16:52:24.332, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.86, 51
2026/06/22 16:52:29.448, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 90.95, 54
2026/06/22 16:52:29.463, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.26, 50
2026/06/22 16:52:34.572, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 91.31, 54
2026/06/22 16:52:34.579, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.23, 50
2026/06/22 16:52:39.696, 0, NVIDIA GeForce RTX 4090 D, 0, 777, 24564, 65.49, 53
2026/06/22 16:52:39.703, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.43, 50
2026/06/22 16:52:44.821, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 91.59, 54
2026/06/22 16:52:44.828, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.67, 51
2026/06/22 16:52:49.936, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 92.35, 54
2026/06/22 16:52:49.943, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.97, 50
2026/06/22 16:52:55.065, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 92.63, 54
2026/06/22 16:52:55.078, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.57, 51
2026/06/22 16:53:00.190, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 92.44, 54
2026/06/22 16:53:00.197, 1, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 84.94, 50
2026/06/22 16:53:05.288, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 92.58, 54
2026/06/22 16:53:05.294, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.12, 51
2026/06/22 16:53:10.388, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 92.65, 56
2026/06/22 16:53:10.394, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.39, 51
2026/06/22 16:53:15.484, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 93.08, 55
2026/06/22 16:53:15.491, 1, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 84.54, 51
2026/06/22 16:53:20.586, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 92.29, 55
2026/06/22 16:53:20.593, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.18, 51
2026/06/22 16:53:25.684, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 93.34, 55
2026/06/22 16:53:25.691, 1, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 84.43, 51
2026/06/22 16:53:30.767, 0, NVIDIA GeForce RTX 4090 D, 11, 777, 24564, 62.15, 55
2026/06/22 16:53:30.774, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.38, 51
2026/06/22 16:53:35.847, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 93.47, 56
2026/06/22 16:53:35.854, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.32, 51
2026/06/22 16:53:40.976, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 93.43, 56
