method_label,method,mode,train_seed,run_name,checkpoint_path,eval_seed,episode_rng_seed,episode_return,episode_cost,episode_length,success,violation_rate,min_clearance,path_length,start_pos,goal_pos,obstacle_pos,obstacle_radius,safe_margin,action_scale
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900034,1036490747,-2.7667301716655492,14.0,22,1.0,0.6363636363636364,-0.06904463201761246,0.48061864636838436,"[0.4516523480415344, -0.1633717268705368, 0.24310772120952606]","[0.5198423862457275, 0.19987674057483673, 0.23450681567192078]","[0.49413084983825684, 0.0009706689161248505, 0.2484043687582016]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900035,1254139757,-3.057179291835055,14.0,28,1.0,0.5,-0.05980542033910752,0.4646602449938655,"[0.4681157171726227, -0.18923433125019073, 0.248170405626297]","[0.5857557058334351, 0.1723518818616867, 0.26556944847106934]","[0.5280324816703796, -0.007051398977637291, 0.2605624794960022]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900036,1405744855,-3.535382838845253,20.0,25,1.0,0.8,-0.020554882586002354,0.5369165670126677,"[0.4431432783603668, -0.19875389337539673, 0.2360970377922058]","[0.5612400770187378, 0.1856488585472107, 0.2241716831922531]","[0.4725925922393799, -0.004952024668455124, 0.2709388732910156]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900037,617530945,-2.7481178897485368,31.0,31,1.0,1.0,-0.06416360020637513,0.4222027943469584,"[0.4405911862850189, -0.16794072091579437, 0.2532293498516083]","[0.5836762189865112, 0.1428126096725464, 0.23946939408779144]","[0.4900459349155426, -0.004206666257232428, 0.2549271881580353]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900038,879877072,-3.068709599697031,13.0,31,1.0,0.41935483870967744,-0.057214682102203374,0.43400694662705064,"[0.46436986327171326, -0.18440581858158112, 0.26264488697052]","[0.5894829034805298, 0.1738928258419037, 0.28637078404426575]","[0.5262222290039062, -0.012704242952167988, 0.2497410625219345]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900039,1131866950,-2.393715845197439,13.0,18,1.0,0.7222222222222222,-0.07669929891824723,0.43431047908961773,"[0.449035108089447, -0.19282080233097076, 0.2551344037055969]","[0.5150504112243652, 0.19266599416732788, 0.22970899939537048]","[0.5172652006149292, -0.01976006291806698, 0.23789379000663757]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900040,1978385701,-4.339743345156311,17.0,32,1.0,0.53125,-0.04314121335744858,0.5287314406596124,"[0.44969773292541504, -0.19164827466011047, 0.23539793491363525]","[0.5376123189926147, 0.2085079550743103, 0.2394132912158966]","[0.5061758160591125, 0.01245913002640009, 0.2299237698316574]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900041,49083827,-10.415410939902069,100.0,100,0.0,1.0,-0.03870420634746552,0.3765269155992428,"[0.4567265808582306, -0.17418606579303741, 0.2687877118587494]","[0.5780755281448364, 0.15250661969184875, 0.2747728228569031]","[0.5014868974685669, 0.016542980447411537, 0.2297324240207672]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900042,468034569,-8.107410967946056,12.0,100,0.0,0.12,-0.0727424818277359,0.47913629691197457,"[0.4331534802913666, -0.1615828275680542, 0.2673349380493164]","[0.5396711230278015, 0.21797627210617065, 0.2868484854698181]","[0.5153703093528748, -0.014605716802179813, 0.24294498562812805]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900043,1826788511,-4.325760884657503,19.0,29,1.0,0.6551724137931034,-0.039766420722007756,0.5575099661946297,"[0.4342705011367798, -0.18132081627845764, 0.25972792506217957]","[0.5208353996276855, 0.2137223482131958, 0.21177145838737488]","[0.47010156512260437, -0.0069998824037611485, 0.24674279987812042]",0.07,0.13,0.03
