method_label,method,mode,train_seed,run_name,checkpoint_path,eval_seed,episode_rng_seed,step,start_pos,goal_pos,obstacle_pos,obstacle_radius,safe_margin,action_scale,ee_x,ee_y,ee_z,distance_to_obstacle,clearance_keepout,clearance_obstacle,distance_to_goal,cost,success,collision,has_action_diagnostics,execution_mode,candidate_count,safe_candidate_fraction,execution_fallback,selected_predicted_risk,selected_predicted_reward,mean_action_predicted_risk,any_shadow_predicted_unsafe,shadow_predicted_unsafe_fraction,selected_from_mean,action_candidate_spread,action_x,action_y,action_z,reward,step_cost_after,terminated,truncated
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,900078,1460226829,11,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5417999625205994,0.15626822412014008,0.2385893166065216,0.17200054530824782,0.042000545308247816,0.10200054530824781,0.0659373551607132,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,-0.005121558904647827,0.8836663365364075,-0.005121558904647827,0.0,0.0,1.0,0.0,-0.6001288890838623,0.7332950234413147,-0.28770050406455994,-0.06014673247933388,0.0,0.0,0.0
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,900078,1460226829,12,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5238766074180603,0.1782958209514618,0.22997361421585083,0.1926143270850232,0.06261432708502321,0.1226143270850232,0.05034025385975838,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,9.813904762268066e-05,0.8906628489494324,9.813904762268066e-05,0.0,0.0,1.0,0.0,-0.33698657155036926,0.23661810159683228,0.09183340519666672,0.95139543607831,0.0,1.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,0,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.4498244524002075,-0.16421523690223694,0.25746268033981323,0.16639940991052057,0.03639940991052057,0.09639940991052057,0.3930182456970215,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.9919689297676086,-4.84481954574585,0.9919689297676086,1.0,1.0,1.0,0.0,0.7632911801338196,0.933601975440979,0.315622478723526,-0.37673206329345704,1.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,1,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.4726523756980896,-0.13618609309196472,0.26688963174819946,0.13390866042229854,0.003908660422298538,0.06390866042229854,0.36119362711906433,1.0,0.0,1.0,1.0,raw,1.0,0.0,0.0,1.0064507722854614,-4.272373199462891,1.0064507722854614,1.0,1.0,1.0,0.0,0.5939077734947205,0.8240267038345337,0.21051277220249176,-0.3450280570983887,1.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,2,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.49039140343666077,-0.1114470586180687,0.2731667757034302,0.10776807398737338,-0.02223192601262662,0.03776807398737338,0.33426743745803833,1.0,0.0,1.0,1.0,raw,1.0,0.0,0.0,1.002976894378662,-3.6403560638427734,1.002976894378662,1.0,1.0,1.0,0.0,0.5213066935539246,0.9128589034080505,0.0971001610159874,-0.316596040725708,1.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,3,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5059481859207153,-0.08404751867055893,0.2760472595691681,0.08135557238885005,-0.048644427611149954,0.011355572388850044,0.30545103549957275,1.0,0.0,1.0,1.0,raw,1.0,0.0,0.0,1.0047630071640015,-3.1541523933410645,1.0047630071640015,1.0,1.0,1.0,0.0,0.7990683317184448,0.9439595937728882,-0.26886865496635437,-0.29138270258903504,1.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,4,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.529835045337677,-0.05571943521499634,0.2679558992385864,0.05341587633457434,-0.07658412366542566,-0.016584123665425665,0.27536410093307495,1.0,0.0,1.0,1.0,raw,1.0,0.0,0.0,1.0059232711791992,-2.9379024505615234,1.0059232711791992,1.0,1.0,1.0,0.0,0.7181316018104553,0.6636579036712646,0.21292689442634583,-0.2662722527980804,1.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,5,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5512925386428833,-0.035803843289613724,0.27431973814964294,0.0546006425076886,-0.07539935749231141,-0.01539935749231141,0.2562573254108429,1.0,0.0,1.0,1.0,raw,1.0,0.0,0.0,1.0062075853347778,-2.682950258255005,1.0062075853347778,1.0,1.0,1.0,0.0,0.5408135652542114,0.7027270793914795,-0.024640388786792755,-0.24471835136413575,1.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,6,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5674314498901367,-0.014719683676958084,0.2735600769519806,0.061423564202741206,-0.0685764357972588,-0.008576435797258801,0.23684923350811005,1.0,0.0,1.0,1.0,raw,1.0,0.0,0.0,1.0061312913894653,-2.4331157207489014,1.0061312913894653,1.0,1.0,1.0,0.0,0.4091913104057312,0.7023441791534424,-0.08563665300607681,-0.2246826958656311,1.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,7,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5796214938163757,0.006349766626954079,0.2709728181362152,0.07312495172882226,-0.056875048271177744,0.0031249517288222534,0.2180021107196808,1.0,0.0,1.0,1.0,raw,1.0,0.0,0.0,1.0069812536239624,-2.1923317909240723,1.0069812536239624,1.0,1.0,1.0,0.0,0.3210982382297516,0.7167197465896606,-0.11949443072080612,-0.20549087285995482,1.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,8,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.589165210723877,0.027847155928611755,0.26737111806869507,0.08781304600868668,-0.04218695399131332,0.017813046008686675,0.19918017089366913,1.0,0.0,1.0,1.0,raw,1.0,0.0,0.0,1.0064945220947266,-1.9525765180587769,1.0064945220947266,1.0,1.0,1.0,0.0,0.272691935300827,0.6991403698921204,-0.18117600679397583,-0.18742453098297118,1.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,9,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5972582101821899,0.04881417378783226,0.2619212567806244,0.1039808874907289,-0.02601911250927111,0.03398088749072889,0.18146470189094543,1.0,0.0,1.0,1.0,raw,1.0,0.0,0.0,1.0057010650634766,-1.7300992012023926,1.0057010650634766,1.0,1.0,1.0,0.0,0.3085325062274933,0.6939097046852112,-0.21186034381389618,-0.17191476345062257,1.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,10,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.6064250469207764,0.06962119042873383,0.2555527985095978,0.12291162253836672,-0.00708837746163328,0.05291162253836672,0.16569888591766357,1.0,0.0,1.0,1.0,raw,1.0,0.0,0.0,1.0054796934127808,-1.4568579196929932,1.0054796934127808,1.0,1.0,1.0,0.0,0.05725981667637825,0.6938709020614624,-0.18788939714431763,-0.15331339120864867,1.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,11,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.6080527901649475,0.0904238373041153,0.24990475177764893,0.13830765364298206,0.008307653642982055,0.06830765364298205,0.14811301231384277,1.0,0.0,1.0,1.0,raw,1.0,0.0,0.0,0.9966990351676941,-1.207912564277649,0.9966990351676941,1.0,1.0,1.0,0.0,-0.04390932619571686,0.6806706190109253,-0.18853621184825897,-0.13538923978805542,1.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,12,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.6066471338272095,0.11082737147808075,0.24423977732658386,0.15310590878670838,0.023105908786708373,0.08310590878670837,0.13038137555122375,1.0,0.0,1.0,1.0,raw,1.0,0.0,0.0,0.9879621267318726,-0.988139271736145,0.9879621267318726,1.0,1.0,1.0,0.0,-0.08257830888032913,0.6566001772880554,-0.18000364303588867,-0.11837330788373947,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,13,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.6040847301483154,0.13050556182861328,0.23883450031280518,0.1680659596681082,0.03806595966810819,0.09806595966810819,0.11366986483335495,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.971316933631897,-0.7872996926307678,0.971316933631897,1.0,1.0,1.0,0.0,-0.12291406095027924,0.6143375039100647,-0.1441434621810913,-0.10245008915662765,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,14,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.6003502011299133,0.14887996017932892,0.23454707860946655,0.18240512457919095,0.05240512457919094,0.11240512457919094,0.09831713140010834,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.8716635704040527,-0.6030859351158142,0.8716635704040527,1.0,1.0,1.0,0.0,-0.1470513790845871,0.5640883445739746,-0.11284146457910538,-0.08828587532043457,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,15,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5959921479225159,0.16576217114925385,0.23120582103729248,0.1959341479963234,0.06593414799632338,0.12593414799632338,0.08476034551858902,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.6157956719398499,-0.4414393901824951,0.6157956719398499,1.0,1.0,1.0,0.0,-0.16241267323493958,0.5015019774436951,-0.09164528548717499,-0.07625928401947021,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,16,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5912072062492371,0.18082799017429352,0.22847044467926025,0.2082194213138224,0.0782194213138224,0.1382194213138224,0.0733964741230011,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.27530980110168457,-0.31267666816711426,0.27530980110168457,1.0,1.0,1.0,0.0,-0.17520494759082794,0.4330490529537201,-0.07962565124034882,-0.06661687612533569,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,17,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5860357284545898,0.1938474029302597,0.22608938813209534,0.21890635446918447,0.08890635446918446,0.14890635446918446,0.06437119096517563,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.10074801743030548,-0.2264472395181656,0.10074801743030548,1.0,1.0,1.0,0.0,-0.17373338341712952,0.372522234916687,-0.0690804123878479,-0.059495400935411454,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,18,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5809088349342346,0.20505325496196747,0.22402417659759521,0.2282275688900118,0.0982275688900118,0.1582275688900118,0.05775811895728111,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.05199946463108063,-0.18496635556221008,0.05199946463108063,1.0,1.0,1.0,0.0,-0.15055453777313232,0.30214840173721313,-0.05954458937048912,-0.054979028031229976,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,19,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5764772891998291,0.21414941549301147,0.2222450077533722,0.2359494392278918,0.1059494392278918,0.1659494392278918,0.05380396917462349,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.03885319083929062,-0.17598213255405426,0.03885319083929062,0.0,0.0,1.0,0.0,-0.11807572096586227,0.2606574296951294,-0.04426334425806999,-0.05275860227644444,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,20,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5730206370353699,0.2219977080821991,0.22092744708061218,0.24283214065112582,0.11283214065112582,0.17283214065112582,0.05192016810178757,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.035895995795726776,-0.1840295046567917,0.035895995795726776,0.0,0.0,1.0,0.0,-0.09288887679576874,0.2255208045244217,-0.03141436725854874,-0.05204009231179953,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,21,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5702923536300659,0.22872525453567505,0.22000905871391296,0.2488560174503638,0.11885601745036378,0.17885601745036378,0.05143534392118454,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.036570847034454346,-0.1995268315076828,0.036570847034454346,0.0,0.0,1.0,0.0,-0.07526930421590805,0.19515474140644073,-0.021208226680755615,-0.0522166570648551,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,22,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.568027138710022,0.2345053106546402,0.21938833594322205,0.2540897887400207,0.12408978874002069,0.1840897887400207,0.05177465081214905,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.03891117125749588,-0.218900665640831,0.03891117125749588,0.0,0.0,1.0,0.0,-0.059604793787002563,0.17191597819328308,-0.013661428354680538,-0.053009987473487855,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,23,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.566170334815979,0.2396143227815628,0.21897763013839722,0.25877046244774576,0.12877046244774576,0.18877046244774576,0.05267704278230667,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.042195603251457214,-0.24093012511730194,0.042195603251457214,0.0,0.0,1.0,0.0,-0.04577765613794327,0.1564725637435913,-0.008599307388067245,-0.05428314452990889,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,24,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.564714252948761,0.24426941573619843,0.2187143862247467,0.26309492039706006,0.13309492039706006,0.19309492039706005,0.054016612470149994,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.0459880530834198,-0.26473143696784973,0.0459880530834198,0.0,0.0,1.0,0.0,-0.03411627188324928,0.14436109364032745,-0.0055001345463097095,-0.05589783141389489,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,25,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5636121034622192,0.24856452643871307,0.21854394674301147,0.267137860874525,0.137137860874525,0.197137860874525,0.05567748844623566,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.05002693831920624,-0.2895754277706146,0.05002693831920624,1.0,1.0,1.0,0.0,-0.024260155856609344,0.13229534029960632,-0.0045053656212985516,-0.056358814630657436,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,26,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5629401206970215,0.24996522068977356,0.21841919422149658,0.2684117513068437,0.1384117513068437,0.1984117513068437,0.05617770552635193,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.05137501657009125,-0.29782557487487793,0.05137501657009125,1.0,1.0,1.0,0.0,-0.017720825970172882,0.128887340426445,-0.003338354406878352,-0.05623355593532324,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,27,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5624929070472717,0.25003764033317566,0.2183254063129425,0.2684157022346829,0.1384157022346829,0.1984157022346829,0.0560641847550869,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.05139946937561035,-0.29792046546936035,0.05139946937561035,1.0,1.0,1.0,0.0,-0.01293087936937809,0.12918342649936676,-0.0021909514907747507,-0.056126509606838224,0.0,0.0,0.0
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,900078,1344085716,28,"[0.44981759786605835, -0.1642124503850937, 0.2574579119682312]","[0.5354727506637573, 0.21935629844665527, 0.2566889226436615]","[0.5185362696647644, -0.014137590304017067, 0.23638781905174255]",0.07,0.13,0.03,0.5621874332427979,0.25003671646118164,0.21826595067977905,0.2683689448313279,0.1383689448313279,0.1983689448313279,0.05595790594816208,0.0,0.0,0.0,1.0,raw,1.0,0.0,0.0,0.05135870724916458,-0.29763326048851013,0.05135870724916458,1.0,1.0,1.0,0.0,-0.009646519087255001,0.12953822314739227,-0.0014191260561347008,-0.05605367226526141,0.0,0.0,0.0
