method,seed,episode,step,p_ee_x,p_ee_y,p_ee_z,p_goal_x,p_goal_y,p_goal_z,p_obs_x,p_obs_y,p_obs_z,obstacle_radius,safe_margin,clearance,distance_to_goal,distance_to_obstacle,cost,violation,collision,success,action_x,action_y,action_z,selected_action_x,selected_action_y,selected_action_z,is_selected_episode,train_seed,mode,run_name,checkpoint_path,episode_rng_seed,action_scale
SAC-Lag,900078,0,10,0.5320027470588684,0.1303979605436325,0.2416851818561554,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0152581616465009,0.0902814418077468,0.1452581616465009,0.0,False,True,True,0.8542022705078125,0.9970621466636658,-0.2932880520820617,0.8542022705078125,0.9970621466636658,-0.2932880520820617,True,11,raw,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,613723922,0.03
SAC-Lag,900078,0,11,0.5575482845306396,0.1602851003408432,0.2328751981258392,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0487667497647618,0.0674079284071922,0.1787667497647618,0.0,False,False,True,0.5413429737091064,0.9898385405540466,0.4086320400238037,0.5413429737091064,0.9898385405540466,0.4086320400238037,True,11,raw,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,613723922,0.03
Current-only-N,900078,0,0,0.4498244524002075,-0.1642152369022369,0.2574626803398132,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0363994099105205,0.3930182456970215,0.1663994099105205,1.0,True,False,True,0.3714492321014404,0.9694465398788452,0.1090811938047409,0.3714492321014404,0.9694465398788452,0.1090811938047409,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,1460226829,0.03
Current-only-N,900078,0,1,0.4609850943088531,-0.1351998150348663,0.2607319056987762,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0062381539668964,0.3623186647891998,0.1362381539668964,1.0,True,True,True,0.3472455739974975,0.9854260683059692,-0.1283008307218551,0.3472455739974975,0.9854260683059692,-0.1283008307218551,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,1460226829,0.03
Current-only-N,900078,0,2,0.4714075326919555,-0.1056859493255615,0.2569412589073181,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0250016010689374,0.331295758485794,0.1049983989310625,1.0,True,True,True,0.5951844453811646,0.9836934804916382,-0.1432108879089355,0.5951844453811646,0.9836934804916382,-0.1432108879089355,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,1460226829,0.03
Current-only-N,900078,0,3,0.4891851842403412,-0.0761645808815956,0.2526201009750366,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0594853153439646,0.299151599407196,0.0705146846560353,1.0,True,True,True,0.5945944786071777,0.98381108045578,-0.0575244799256324,0.5945944786071777,0.98381108045578,-0.0575244799256324,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,1460226829,0.03
Current-only-N,900078,0,4,0.5069421529769897,-0.0466429367661476,0.2508697509765625,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0925734393422532,0.267588198184967,0.0374265606577467,1.0,True,True,True,0.4696434736251831,0.9869056940078736,0.0921494886279106,0.4696434736251831,0.9869056940078736,0.0921494886279106,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,1460226829,0.03
Current-only-N,900078,0,5,0.520950436592102,-0.0170333012938499,0.2536117434501648,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.1123682979899201,0.2368552535772323,0.0176317020100798,1.0,True,True,True,-0.1302038431167602,0.991320252418518,0.0873765051364898,-0.1302038431167602,0.991320252418518,0.0873765051364898,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,1460226829,0.03
Current-only-N,900078,0,6,0.5171319842338562,0.0127062415704131,0.2562488615512848,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0965780859847501,0.2074628174304962,0.0334219140152499,1.0,True,True,True,-0.3461685478687286,0.9709570407867432,-0.5295354723930359,-0.3461685478687286,0.9709570407867432,-0.5295354723930359,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,1460226829,0.03
Current-only-N,900078,0,7,0.5068248510360718,0.0418415330350399,0.2403993010520935,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.072668406929992,0.1805478930473327,0.0573315930700079,1.0,True,True,True,0.2331578135490417,0.9753549098968506,0.2354444116353988,0.2331578135490417,0.9753549098968506,0.2354444116353988,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,1460226829,0.03
Current-only-N,900078,0,8,0.513739287853241,0.0710895210504531,0.2474358081817627,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0439260224682023,0.1501366049051284,0.0860739775317976,1.0,True,True,True,-0.0731354504823684,0.943126916885376,0.480838418006897,-0.0731354504823684,0.943126916885376,0.480838418006897,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,1460226829,0.03
Current-only-N,900078,0,9,0.5114664435386658,0.0993655174970626,0.2618252038955688,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0134667495104949,0.1224764138460159,0.116533250489505,1.0,True,True,True,0.2542580962181091,0.9395512938499452,-0.1441311836242675,0.2542580962181091,0.9395512938499452,-0.1441311836242675,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,1460226829,0.03
Current-only-N,900078,0,10,0.5190137624740601,0.1275310069322586,0.2574778795242309,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0132306185597557,0.0932920426130294,0.1432306185597557,0.0,False,True,True,0.762376070022583,0.9587597250938416,-0.6291096210479736,0.762376070022583,0.9587597250938416,-0.6291096210479736,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,1460226829,0.03
Current-only-N,900078,0,11,0.5417999625205994,0.15626822412014,0.2385893166065216,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0420005453082478,0.0659373551607132,0.1720005453082478,0.0,False,False,True,-0.6001288890838623,0.7332950234413147,-0.2877005040645599,-0.6001288890838623,0.7332950234413147,-0.2877005040645599,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,1460226829,0.03
Current-only-N,900078,0,12,0.5238766074180603,0.1782958209514618,0.2299736142158508,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0626143270850232,0.0503402538597583,0.1926143270850232,0.0,False,False,True,-0.3369865715503692,0.2366181015968322,0.0918334051966667,-0.3369865715503692,0.2366181015968322,0.0918334051966667,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,1460226829,0.03
STAR,900078,0,0,0.4498244524002075,-0.1642152369022369,0.2574626803398132,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0363994099105205,0.3930182456970215,0.1663994099105205,1.0,True,False,False,0.7632911801338196,0.933601975440979,0.315622478723526,0.7632911801338196,0.933601975440979,0.315622478723526,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,1,0.4726523756980896,-0.1361860930919647,0.2668896317481994,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0039086604222985,0.3611936271190643,0.1339086604222985,1.0,True,True,False,0.5939077734947205,0.8240267038345337,0.2105127722024917,0.5939077734947205,0.8240267038345337,0.2105127722024917,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,2,0.4903914034366607,-0.1114470586180687,0.2731667757034302,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0222319260126266,0.3342674374580383,0.1077680739873733,1.0,True,True,False,0.5213066935539246,0.9128589034080504,0.0971001610159874,0.5213066935539246,0.9128589034080504,0.0971001610159874,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,3,0.5059481859207153,-0.0840475186705589,0.2760472595691681,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0486444276111499,0.3054510354995727,0.08135557238885,1.0,True,True,False,0.7990683317184448,0.9439595937728882,-0.2688686549663543,0.7990683317184448,0.9439595937728882,-0.2688686549663543,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,4,0.529835045337677,-0.0557194352149963,0.2679558992385864,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0765841236654256,0.2753641009330749,0.0534158763345743,1.0,True,True,False,0.7181316018104553,0.6636579036712646,0.2129268944263458,0.7181316018104553,0.6636579036712646,0.2129268944263458,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,5,0.5512925386428833,-0.0358038432896137,0.2743197381496429,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0753993574923114,0.2562573254108429,0.0546006425076886,1.0,True,True,False,0.5408135652542114,0.7027270793914795,-0.0246403887867927,0.5408135652542114,0.7027270793914795,-0.0246403887867927,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,6,0.5674314498901367,-0.014719683676958,0.2735600769519806,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0685764357972588,0.23684923350811,0.0614235642027412,1.0,True,True,False,0.4091913104057312,0.7023441791534424,-0.0856366530060768,0.4091913104057312,0.7023441791534424,-0.0856366530060768,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,7,0.5796214938163757,0.006349766626954,0.2709728181362152,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0568750482711777,0.2180021107196808,0.0731249517288222,1.0,True,True,False,0.3210982382297516,0.7167197465896606,-0.1194944307208061,0.3210982382297516,0.7167197465896606,-0.1194944307208061,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,8,0.589165210723877,0.0278471559286117,0.267371118068695,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0421869539913133,0.1991801708936691,0.0878130460086866,1.0,True,True,False,0.272691935300827,0.6991403698921204,-0.1811760067939758,0.272691935300827,0.6991403698921204,-0.1811760067939758,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,9,0.5972582101821899,0.0488141737878322,0.2619212567806244,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0260191125092711,0.1814647018909454,0.1039808874907289,1.0,True,True,False,0.3085325062274933,0.6939097046852112,-0.2118603438138961,0.3085325062274933,0.6939097046852112,-0.2118603438138961,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,10,0.6064250469207764,0.0696211904287338,0.2555527985095978,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,-0.0070883774616332,0.1656988859176635,0.1229116225383667,1.0,True,True,False,0.0572598166763782,0.6938709020614624,-0.1878893971443176,0.0572598166763782,0.6938709020614624,-0.1878893971443176,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,11,0.6080527901649475,0.0904238373041153,0.2499047517776489,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.008307653642982,0.1481130123138427,0.138307653642982,1.0,True,True,False,-0.0439093261957168,0.6806706190109253,-0.1885362118482589,-0.0439093261957168,0.6806706190109253,-0.1885362118482589,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,12,0.6066471338272095,0.1108273714780807,0.2442397773265838,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0231059087867083,0.1303813755512237,0.1531059087867083,0.0,False,True,False,-0.0825783088803291,0.6566001772880554,-0.1800036430358886,-0.0825783088803291,0.6566001772880554,-0.1800036430358886,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,13,0.6040847301483154,0.1305055618286132,0.2388345003128051,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0380659596681081,0.1136698648333549,0.1680659596681082,0.0,False,False,False,-0.1229140609502792,0.6143375039100647,-0.1441434621810913,-0.1229140609502792,0.6143375039100647,-0.1441434621810913,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,14,0.6003502011299133,0.1488799601793289,0.2345470786094665,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0524051245791909,0.0983171314001083,0.1824051245791909,0.0,False,False,False,-0.1470513790845871,0.5640883445739746,-0.1128414645791053,-0.1470513790845871,0.5640883445739746,-0.1128414645791053,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,15,0.5959921479225159,0.1657621711492538,0.2312058210372924,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0659341479963233,0.084760345518589,0.1959341479963234,0.0,False,False,False,-0.1624126732349395,0.5015019774436951,-0.0916452854871749,-0.1624126732349395,0.5015019774436951,-0.0916452854871749,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
STAR,900078,0,16,0.5912072062492371,0.1808279901742935,0.2284704446792602,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.07,0.13,0.0782194213138224,0.0733964741230011,0.2082194213138224,0.0,False,False,False,-0.1752049475908279,0.4330490529537201,-0.0796256512403488,-0.1752049475908279,0.4330490529537201,-0.0796256512403488,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,1344085716,0.03
