file_path,run_dir,stage,task,method,seed,source_type,step_column,reward_columns,cost_columns,usable,reason
/root/FLAC-Safe-star-v2/results/star_1m_curves/stage_b_baselines1/SafetyCarGoal1-v0/sac_lag/curves1m_stage_b_baselines1_SafetyCarGoal1_v0_sac_lag_s0/train_episodes.csv,/root/FLAC-Safe-star-v2/results/star_1m_curves/stage_b_baselines1/SafetyCarGoal1-v0/sac_lag/curves1m_stage_b_baselines1_SafetyCarGoal1_v0_sac_lag_s0,stage_b_baselines1,SafetyCarGoal1-v0,sac_lag,0,csv,end_step,episode_reward,episode_cost;train_total_cost,True,
/root/FLAC-Safe-star-v2/results/star_1m_curves/stage_b_baselines1/SafetyCarGoal1-v0/sac_lag/curves1m_stage_b_baselines1_SafetyCarGoal1_v0_sac_lag_s1/train_episodes.csv,/root/FLAC-Safe-star-v2/results/star_1m_curves/stage_b_baselines1/SafetyCarGoal1-v0/sac_lag/curves1m_stage_b_baselines1_SafetyCarGoal1_v0_sac_lag_s1,stage_b_baselines1,SafetyCarGoal1-v0,sac_lag,1,csv,end_step,episode_reward,episode_cost;train_total_cost,True,
/root/FLAC-Safe-star-v2/results/star_1m_curves/stage_b_baselines1/SafetyCarGoal1-v0/sac_lag/curves1m_stage_b_baselines1_SafetyCarGoal1_v0_sac_lag_s2/train_episodes.csv,/root/FLAC-Safe-star-v2/results/star_1m_curves/stage_b_baselines1/SafetyCarGoal1-v0/sac_lag/curves1m_stage_b_baselines1_SafetyCarGoal1_v0_sac_lag_s2,stage_b_baselines1,SafetyCarGoal1-v0,sac_lag,2,csv,end_step,episode_reward,episode_cost;train_total_cost,True,
/root/FLAC-Safe-star-v2/results/star_1m_curves/stage_b_baselines1/SafetyPointPush1-v0/sac_lag/curves1m_stage_b_baselines1_SafetyPointPush1_v0_sac_lag_s0/train_episodes.csv,/root/FLAC-Safe-star-v2/results/star_1m_curves/stage_b_baselines1/SafetyPointPush1-v0/sac_lag/curves1m_stage_b_baselines1_SafetyPointPush1_v0_sac_lag_s0,stage_b_baselines1,SafetyPointPush1-v0,sac_lag,0,csv,end_step,episode_reward,episode_cost;train_total_cost,True,
/root/FLAC-Safe-star-v2/results/star_1m_curves/stage_b_baselines1/SafetyPointPush1-v0/sac_lag/curves1m_stage_b_baselines1_SafetyPointPush1_v0_sac_lag_s1/train_episodes.csv,/root/FLAC-Safe-star-v2/results/star_1m_curves/stage_b_baselines1/SafetyPointPush1-v0/sac_lag/curves1m_stage_b_baselines1_SafetyPointPush1_v0_sac_lag_s1,stage_b_baselines1,SafetyPointPush1-v0,sac_lag,1,csv,end_step,episode_reward,episode_cost;train_total_cost,True,
/root/FLAC-Safe-star-v2/results/star_1m_curves/stage_b_baselines1/SafetyPointPush1-v0/sac_lag/curves1m_stage_b_baselines1_SafetyPointPush1_v0_sac_lag_s2/train_episodes.csv,/root/FLAC-Safe-star-v2/results/star_1m_curves/stage_b_baselines1/SafetyPointPush1-v0/sac_lag/curves1m_stage_b_baselines1_SafetyPointPush1_v0_sac_lag_s2,stage_b_baselines1,SafetyPointPush1-v0,sac_lag,2,csv,end_step,episode_reward,episode_cost;train_total_cost,True,
