phase,task,method,seed,steps,config_name,device,run_name,result_dir,log_path,complete
smoke,SafetyPandaReachObstacle-v0,sac_lag,0,5000,smoke5k_v2,0,panda_smoke_smoke5k_v2_sac_lag_s0,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/smoke/SafetyPandaReachObstacle-v0/sac_lag/panda_smoke_smoke5k_v2_sac_lag_s0,/root/FLAC-Safe-star-v2/logs/star_arm_panda/smoke/panda_smoke_smoke5k_v2_sac_lag_s0.log,True
smoke,SafetyPandaReachObstacle-v0,current_only_v2,0,5000,smoke5k_v2,1,panda_smoke_smoke5k_v2_current_only_v2_s0,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/smoke/SafetyPandaReachObstacle-v0/current_only_v2/panda_smoke_smoke5k_v2_current_only_v2_s0,/root/FLAC-Safe-star-v2/logs/star_arm_panda/smoke/panda_smoke_smoke5k_v2_current_only_v2_s0.log,True
smoke,SafetyPandaReachObstacle-v0,star_v2,0,5000,smoke5k_v2,0,panda_smoke_smoke5k_v2_star_v2_s0,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/smoke/SafetyPandaReachObstacle-v0/star_v2/panda_smoke_smoke5k_v2_star_v2_s0,/root/FLAC-Safe-star-v2/logs/star_arm_panda/smoke/panda_smoke_smoke5k_v2_star_v2_s0.log,True
