phase,task,method,seed,step,return_value,cost_value,cumulative_cost,source_file,source_kind
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,262000,8.198024559888816,477.0,61965.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,263000,24.19218064439835,69.0,62034.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,264000,19.384073841817035,111.0,62145.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,265000,12.39668408168465,198.0,62343.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,266000,19.555390944253837,242.0,62585.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,267000,21.66488175401705,104.0,62689.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,268000,17.204415745761914,338.0,63027.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,269000,5.870083258173505,385.0,63412.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,270000,2.781898144380192,632.0,64044.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,271000,27.517283576473403,168.0,64212.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,272000,9.437060982175035,224.0,64436.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,273000,22.42541237171208,251.0,64687.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,274000,11.089223252214861,328.0,65015.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,275000,29.931138950070803,180.0,65195.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,276000,25.167353557650745,289.0,65484.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,277000,31.674210653850434,128.0,65612.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,278000,32.357076519609166,381.0,65993.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,279000,23.66881379445595,315.0,66308.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,280000,30.07365090999566,154.0,66462.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,281000,22.03112482179238,191.0,66653.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,282000,18.59932314618783,230.0,66883.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,283000,27.642450999673596,224.0,67107.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,284000,23.39892675660183,261.0,67368.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,285000,17.50858811705044,229.0,67597.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,286000,13.482730340719476,227.0,67824.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,287000,12.578591877450256,256.0,68080.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,288000,25.69077748194104,238.0,68318.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,289000,15.253913172406943,363.0,68681.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,290000,25.25032634487041,117.0,68798.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,291000,15.21560925632363,259.0,69057.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,292000,24.49049923056282,142.0,69199.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,293000,6.105002652929261,343.0,69542.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,294000,26.46105933338328,175.0,69717.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,295000,27.655286156918464,94.0,69811.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,296000,19.580110766964786,56.0,69867.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,297000,26.90417343696175,203.0,70070.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,298000,23.926544431844942,188.0,70258.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,299000,18.749481345922515,248.0,70506.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,300000,25.075113211320748,321.0,70827.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,1000,-1.1702774312058035,83.0,83.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,2000,-0.16771641706384122,111.0,194.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,3000,-0.2892350901601003,141.0,335.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,4000,-2.3775400596661806,75.0,410.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,5000,2.117608508958453,119.0,529.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,6000,-1.4197472815910834,0.0,529.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,7000,1.657965734701207,208.0,737.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,8000,-1.2863800030837607,0.0,737.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,9000,-4.042539657635153,38.0,775.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,10000,-2.695907525705668,239.0,1014.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,11000,-0.6775806685553438,77.0,1091.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,12000,0.5068945076964957,0.0,1091.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,13000,-0.14839663710125206,1.0,1092.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,14000,-1.5324959579070765,0.0,1092.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,15000,-1.4267034299855783,253.0,1345.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,16000,-0.9914391764111354,235.0,1580.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,17000,2.1307841914967502,164.0,1744.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,18000,1.4895113325261535,224.0,1968.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,19000,1.9245803815793436,240.0,2208.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,20000,5.072048772101791,191.0,2399.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,21000,0.6701324387077185,17.0,2416.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,22000,3.992218462433061,284.0,2700.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,23000,4.286112361261434,188.0,2888.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,24000,6.398725826063565,86.0,2974.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,25000,8.453519649633334,351.0,3325.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,26000,9.934833554284687,114.0,3439.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,27000,9.320502203762128,252.0,3691.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,28000,14.485299426464278,418.0,4109.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,29000,10.159403129667492,266.0,4375.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,30000,13.17238405973919,327.0,4702.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,31000,24.492523517530206,212.0,4914.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,32000,22.007793428005975,245.0,5159.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,33000,18.20048402413709,226.0,5385.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,34000,17.812491279053248,245.0,5630.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,35000,18.01832363064044,251.0,5881.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,36000,20.99470198500261,373.0,6254.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,37000,11.715827139159444,254.0,6508.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,38000,3.4147099589388947,447.0,6955.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,39000,1.6872489191357025,425.0,7380.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,40000,17.026741434880517,356.0,7736.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,41000,26.98888292474215,239.0,7975.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,42000,26.54474483419581,29.0,8004.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,43000,28.449387746367325,202.0,8206.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,44000,11.541518564125049,266.0,8472.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,45000,19.006104614647466,286.0,8758.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,46000,22.486584572652923,361.0,9119.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,47000,10.756119225367591,372.0,9491.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,48000,12.273769216438907,543.0,10034.0,/root/autodl-tmp/star_v2_storage/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14/train_episodes.csv,train
