candidates,margin,raw_cost,exec_cost,raw_violation_rate,exec_violation_rate,raw_success,exec_success,success_drop,raw_return,exec_return,exec_fallback_rate,exec_fne,exec_latency_ms
16,0.02,8.55,8.266666666666667,0.627989898989899,0.5712104377104377,0.6666666666666666,0.6333333333333333,0.033333333333333326,-5.743284403883253,-6.376603185277277,0.9959207459207459,0.0013888888888888887,2.791340370409961
