state_id,seed,episode,step,role,candidate_type,candidate_id,beta,action_dx,action_dy,action_dz,start_x,start_y,start_z,endpoint_x,endpoint_y,endpoint_z,predicted_QC,predicted_safe,is_high_risk,executed,rho_cor,rho_cur,corridor_lift,d_aud,safe_margin,clearance_at_state,reference_age,source
seed900078_episode0_step0_candidate,900078,0,0,near_obstacle,actor_mean,0,1.0,0.7632911801338196,0.933601975440979,0.315622478723526,0.4498244524002075,-0.16421523690223694,0.25746268033981323,0.4727231878042221,-0.13620717763900758,0.266931354701519,0.9919689297676086,False,True,True,0.9631965756416321,0.970302402973175,-0.007105827331542969,0.05,0.13,0.03639940991052057,targeted_refcorridor_checkpoint,star_exec_replay_critic_query
seed900078_episode0_step0_candidate,900078,0,0,near_obstacle,current_only,0,1.0,-0.14604271948337555,0.9997900128364563,0.9652990102767944,0.4498244524002075,-0.16421523690223694,0.25746268033981323,0.4454431708157063,-0.13422153651714325,0.2864216506481171,0.9592124223709106,False,True,False,0.9631965756416321,0.970302402973175,-0.007105827331542969,0.05,0.13,0.03639940991052057,targeted_refcorridor_checkpoint,star_exec_replay_critic_query
seed900078_episode0_step0_candidate,900078,0,0,near_obstacle,current_only,1,1.0,0.9955751299858093,0.9621509313583374,0.9494110941886902,0.4498244524002075,-0.16421523690223694,0.25746268033981323,0.4796917062997818,-0.13535070896148682,0.28594501316547394,1.0029038190841675,False,True,False,0.9631965756416321,0.970302402973175,-0.007105827331542969,0.05,0.13,0.03639940991052057,targeted_refcorridor_checkpoint,star_exec_replay_critic_query
seed900078_episode0_step0_candidate,900078,0,0,near_obstacle,current_only,2,1.0,0.998722493648529,-0.5527659058570862,0.9201492071151733,0.4498244524002075,-0.16421523690223694,0.25746268033981323,0.4797861272096634,-0.18079821407794952,0.2850671565532684,0.9177271127700806,False,True,False,0.9631965756416321,0.970302402973175,-0.007105827331542969,0.05,0.13,0.03639940991052057,targeted_refcorridor_checkpoint,star_exec_replay_critic_query
seed900078_episode0_step0_candidate,900078,0,0,near_obstacle,current_only,3,1.0,0.1039126068353653,-0.17651331424713135,0.023707030341029167,0.4498244524002075,-0.16421523690223694,0.25746268033981323,0.4529418306052685,-0.16951063632965088,0.2581738912500441,0.9160379767417908,False,True,False,0.9631965756416321,0.970302402973175,-0.007105827331542969,0.05,0.13,0.03639940991052057,targeted_refcorridor_checkpoint,star_exec_replay_critic_query
seed900078_episode0_step0_candidate,900078,0,0,near_obstacle,current_only,4,1.0,-0.4338533878326416,0.965068519115448,-0.8545912504196167,0.4498244524002075,-0.16421523690223694,0.25746268033981323,0.4368088507652283,-0.1352631813287735,0.23182494282722474,0.9356019496917725,False,True,False,0.9631965756416321,0.970302402973175,-0.007105827331542969,0.05,0.13,0.03639940991052057,targeted_refcorridor_checkpoint,star_exec_replay_critic_query
seed900078_episode0_step0_candidate,900078,0,0,near_obstacle,current_only,5,1.0,0.9062146544456482,0.804933488368988,0.8993041515350342,0.4498244524002075,-0.16421523690223694,0.25746268033981323,0.47701089203357694,-0.1400672322511673,0.28444180488586424,0.9953078031539917,False,True,False,0.9631965756416321,0.970302402973175,-0.007105827331542969,0.05,0.13,0.03639940991052057,targeted_refcorridor_checkpoint,star_exec_replay_critic_query
seed900078_episode0_step0_candidate,900078,0,0,near_obstacle,current_only,6,1.0,0.9896795153617859,0.6194639205932617,-0.31732040643692017,0.4498244524002075,-0.16421523690223694,0.25746268033981323,0.4795148378610611,-0.1456313192844391,0.24794306814670564,0.9903881549835205,False,True,False,0.9631965756416321,0.970302402973175,-0.007105827331542969,0.05,0.13,0.03639940991052057,targeted_refcorridor_checkpoint,star_exec_replay_critic_query
seed900078_episode0_step0_candidate,900078,0,0,near_obstacle,current_only,7,1.0,0.980553150177002,0.9196030497550964,-0.5742427110671997,0.4498244524002075,-0.16421523690223694,0.25746268033981323,0.47924104690551755,-0.13662714540958404,0.24023539900779725,0.9987595081329346,False,True,False,0.9631965756416321,0.970302402973175,-0.007105827331542969,0.05,0.13,0.03639940991052057,targeted_refcorridor_checkpoint,star_exec_replay_critic_query
seed900078_episode0_step0_candidate,900078,0,0,near_obstacle,current_only,8,1.0,0.2396617978811264,0.999810516834259,0.05739786848425865,0.4498244524002075,-0.16421523690223694,0.25746268033981323,0.4570143063366413,-0.13422092139720918,0.259184616394341,0.9696300029754639,False,True,False,0.9631965756416321,0.970302402973175,-0.007105827331542969,0.05,0.13,0.03639940991052057,targeted_refcorridor_checkpoint,star_exec_replay_critic_query
