method,seed,episode,step,p_gripper_x,p_gripper_y,p_gripper_z,p_left_finger_x,p_left_finger_y,p_left_finger_z,p_right_finger_x,p_right_finger_y,p_right_finger_z,p_ee_x,p_ee_y,p_ee_z,quat_w,quat_x,quat_y,quat_z,p_goal_x,p_goal_y,p_goal_z,p_obs_x,p_obs_y,p_obs_z,safe_margin,obstacle_radius,clearance,distance_to_goal,distance_to_obstacle,cost,violation,collision,success,selected_action_x,selected_action_y,selected_action_z,is_selected_episode,train_seed,mode,run_name,checkpoint_path
Current-only-N,900078,0,0,0.4498243033885956,-0.16421519219875336,0.1524626761674881,0.44982436299324036,-0.16421522200107574,0.19906267523765564,0.44982436299324036,-0.16421520709991455,0.19906267523765564,0.4498244524002075,-0.16421523690223694,0.25746268033981323,-2.0864322891611664e-07,1.0,2.3126681014673522e-08,-6.509638978968724e-07,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,0.03639940991052057,0.3930182596601853,0.16639940991052057,0.0,False,False,True,0.37144923210144043,0.9694465398788452,0.1090811938047409,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch
Current-only-N,900078,0,1,0.4609850347042084,-0.13520051538944244,0.1557319015264511,0.46098506450653076,-0.135212704539299,0.20233190059661865,0.46098506450653076,-0.1352037489414215,0.20233190059661865,0.46098509430885315,-0.13519981503486633,0.26073190569877625,3.330591653138981e-06,1.0,8.237074325734284e-06,-2.215823258211458e-07,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,0.006238153966896448,0.3623186363801231,0.13623815396689645,1.0,True,True,True,0.34724557399749756,0.9854260683059692,-0.12830083072185516,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch
Current-only-N,900078,0,2,0.47140559554100037,-0.10568606853485107,0.1519412398338318,0.4714064598083496,-0.10553144663572311,0.19854125380516052,0.4714064598083496,-0.10548610985279083,0.19854123890399933,0.47140753269195557,-0.10568594932556152,0.2569412589073181,5.688358442057506e-07,1.0,6.4223377194139175e-06,-9.161632078757975e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.025001601068937437,0.3312957570874997,0.10499839893106257,1.0,True,True,True,0.5951844453811646,0.9836934804916382,-0.14321088790893555,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch
Current-only-N,900078,0,3,0.48918595910072327,-0.07616470754146576,0.1476200968027115,0.489185631275177,-0.0759565681219101,0.19422009587287903,0.4891856014728546,-0.07588204741477966,0.19422009587287903,0.4891851842403412,-0.07616458088159561,0.2526201009750366,6.016273914610792e-07,1.0,2.9614923846565944e-07,3.5872787975677056e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.05948531534396466,0.29915160744030084,0.07051468465603535,1.0,True,True,True,0.5945944786071777,0.98381108045578,-0.05752447992563248,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch
Current-only-N,900078,0,4,0.5069429278373718,-0.046643007546663284,0.14586974680423737,0.5069425702095032,-0.04647517576813698,0.1924697458744049,0.5069425702095032,-0.04636210948228836,0.1924697458744049,0.5069421529769897,-0.046642936766147614,0.2508697509765625,3.354729187776684e-07,1.0,6.558393295108544e-08,3.782868361668079e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.09257343934225326,0.26758821143139205,0.03742656065774675,1.0,True,True,True,0.4696434736251831,0.9869056940078735,0.09214948862791061,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch
Current-only-N,900078,0,5,0.5209511518478394,-0.017033327370882034,0.14861173927783966,0.5209508538246155,-0.017048999667167664,0.1952117383480072,0.5209508538246155,-0.016755666583776474,0.1952117383480072,0.520950436592102,-0.017033301293849945,0.2536117434501648,1.197500267835494e-07,1.0,4.1112539150844896e-08,3.5222551559854764e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.11236829798992012,0.23685525010702413,0.017631702010079877,1.0,True,True,True,-0.13020384311676025,0.9913202524185181,0.08737650513648987,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch
Current-only-N,900078,0,6,0.517131507396698,0.012706207111477852,0.15124887228012085,0.5171316862106323,0.011706553399562836,0.1978488713502884,0.5171317458152771,0.012982855550944805,0.19784888625144958,0.5171319842338562,0.012706241570413113,0.2562488615512848,1.6522058388090954e-07,1.0,3.350686199610209e-07,-2.31758167501539e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.0965780859847501,0.2074628240768821,0.0334219140152499,1.0,True,True,True,-0.34616854786872864,0.9709570407867432,-0.5295354723930359,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch
Current-only-N,900078,0,7,0.5068235993385315,0.04184143617749214,0.13539929687976837,0.5068241357803345,0.040840938687324524,0.1819992959499359,0.5068241357803345,0.048627227544784546,0.1819992959499359,0.5068248510360718,0.0418415330350399,0.2403993010520935,4.6177370904842974e-07,1.0,9.654988808449616e-09,-5.9493618209671695e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.07266840692999207,0.1805479046231644,0.05733159307000793,1.0,True,True,True,0.23315781354904175,0.9753549098968506,0.23544441163539886,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch
Current-only-N,900078,0,8,0.5137401819229126,0.07108961790800095,0.14243580400943756,0.5137397646903992,0.07001970708370209,0.1890358030796051,0.5137397646903992,0.07781719416379929,0.1890358030796051,0.513739287853241,0.07108952105045319,0.2474358081817627,-4.6790114538453054e-07,1.0,9.308701010013465e-08,4.328286195232067e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.043926022468202375,0.15013660716972407,0.08607397753179763,1.0,True,True,True,-0.07313545048236847,0.943126916885376,0.480838418006897,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch
Current-only-N,900078,0,9,0.5114675760269165,0.09936569631099701,0.1568251997232437,0.5114670395851135,0.09829573333263397,0.20342519879341125,0.5114670395851135,0.10609320551156998,0.20342521369457245,0.5114664435386658,0.09936551749706268,0.26182520389556885,-8.700534408490057e-07,1.0,2.1704765629237954e-07,5.405299816629849e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.013466749510494994,0.12247641274864328,0.11653325048950501,1.0,True,True,True,0.25425809621810913,0.9395512938499451,-0.14413118362426758,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch
Current-only-N,900078,0,10,0.5190145373344421,0.12753117084503174,0.15247786045074463,0.5190142393112183,0.12646141648292542,0.19907785952091217,0.5190142393112183,0.1342589408159256,0.19907787442207336,0.5190137624740601,0.1275310069322586,0.25747787952423096,-7.949404334794963e-07,1.0,3.0420245877849084e-08,3.6402259411261184e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,0.013230618559755714,0.09329204096219527,0.14323061855975572,1.0,True,True,True,0.762376070022583,0.9587597250938416,-0.6291096210479736,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch
Current-only-N,900078,0,11,0.5418006181716919,0.15626837313175201,0.13358931243419647,0.541800320148468,0.155198335647583,0.180189311504364,0.541800320148468,0.16299588978290558,0.1801893264055252,0.5417999625205994,0.15626822412014008,0.2385893166065216,-7.928669560897106e-07,1.0,-2.1715205633654477e-08,3.0470923775283154e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,0.042000545308247816,0.06593735262208318,0.17200054530824782,0.0,False,False,True,-0.6001288890838623,0.7332950234413147,-0.28770050406455994,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch
Current-only-N,900078,0,12,0.5238759517669678,0.17829562723636627,0.12497361749410629,0.5238762497901917,0.177225723862648,0.17157362401485443,0.5238762497901917,0.18502329289913177,0.17157360911369324,0.5238766074180603,0.1782958209514618,0.22997361421585083,9.36449623623048e-07,1.0,-2.566710621820789e-09,-3.1120384846872184e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,0.06261432708502321,0.05034025282714685,0.1926143270850232,0.0,False,False,True,-0.33698657155036926,0.23661810159683228,0.09183340519666672,True,11,raw,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch
STAR,900078,0,0,0.4498243033885956,-0.16421519219875336,0.1524626761674881,0.44982436299324036,-0.16421522200107574,0.19906267523765564,0.44982436299324036,-0.16421520709991455,0.19906267523765564,0.4498244524002075,-0.16421523690223694,0.25746268033981323,-2.0864322891611664e-07,1.0,2.3126681014673522e-08,-6.509638978968724e-07,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,0.03639940991052057,0.3930182596601853,0.16639940991052057,0.0,False,False,False,0.7632911801338196,0.933601975440979,0.315622478723526,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch
STAR,900078,0,1,0.4726535677909851,-0.136186420917511,0.16188964247703552,0.47265300154685974,-0.13619877398014069,0.20848964154720306,0.47265300154685974,-0.13618981838226318,0.20848964154720306,0.4726523756980896,-0.13618609309196472,0.26688963174819946,1.5344534176620073e-06,1.0,2.5798749803129795e-08,5.682926712324843e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,0.003908660422298538,0.36119364080512806,0.13390866042229854,1.0,True,True,False,0.5939077734947205,0.8240267038345337,0.21051277220249176,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch
STAR,900078,0,2,0.4903925061225891,-0.1114472970366478,0.16816677153110504,0.4903919994831085,-0.11133432388305664,0.21476677060127258,0.4903919994831085,-0.11132501810789108,0.21476677060127258,0.49039140343666077,-0.1114470586180687,0.2731667757034302,1.1211791388632264e-06,1.0,3.953949345714136e-08,5.192020580579992e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.02223192601262662,0.3342674207196397,0.10776807398737338,1.0,True,True,False,0.5213066935539246,0.9128589034080505,0.0971001610159874,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch
STAR,900078,0,3,0.505949079990387,-0.08404766768217087,0.17104727029800415,0.5059486627578735,-0.08395671844482422,0.2176472544670105,0.5059486627578735,-0.0839264765381813,0.2176472544670105,0.5059481859207153,-0.08404751867055893,0.2760472595691681,7.113878837117227e-07,1.0,7.729596518402104e-08,4.398815690365154e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.048644427611149954,0.3054510130496926,0.08135557238885005,1.0,True,True,False,0.7990683317184448,0.9439595937728882,-0.26886865496635437,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch
STAR,900078,0,4,0.5298358798027039,-0.055719513446092606,0.1629558950662613,0.5298354625701904,-0.05564527213573456,0.20955589413642883,0.5298355221748352,-0.056043095886707306,0.20955589413642883,0.529835045337677,-0.05571943521499634,0.2679558992385864,3.6633966260524176e-07,1.0,1.250843340017127e-08,3.7311863252398325e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.07658412366542566,0.2753641002970979,0.05341587633457434,1.0,True,True,False,0.7181316018104553,0.6636579036712646,0.21292689442634583,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch
STAR,900078,0,5,0.5512933135032654,-0.035803891718387604,0.169319748878479,0.5512930154800415,-0.03741027042269707,0.21591974794864655,0.5512930154800415,-0.03637038916349411,0.21591973304748535,0.5512925386428833,-0.035803843289613724,0.27431973814964294,2.2022607026883634e-07,1.0,9.859105531973e-09,3.598996272557997e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.07539935749231141,0.25625731068202395,0.0546006425076886,1.0,True,True,False,0.5408135652542114,0.7027270793914795,-0.024640388786792755,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch
STAR,900078,0,6,0.5674321055412292,-0.014719700440764427,0.16856008768081665,0.5674318671226501,-0.016484618186950684,0.2151600867509842,0.5674318671226501,-0.015232643112540245,0.215160071849823,0.5674314498901367,-0.014719683676958084,0.2735600769519806,7.740631247088459e-08,1.0,1.056254106401866e-08,3.2139389531948837e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.0685764357972588,0.23684923413655248,0.061423564202741206,1.0,True,True,False,0.4091913104057312,0.7023441791534424,-0.08563665300607681,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch
STAR,900078,0,7,0.5796221494674683,0.006349774077534676,0.16597282886505127,0.5796218514442444,0.0045882235281169415,0.2125728279352188,0.5796218514442444,0.005928611382842064,0.2125728279352188,0.5796214938163757,0.006349766626954079,0.2709728181362152,-3.565004291772311e-08,1.0,7.587624750726718e-09,3.0168598641466815e-06,0.5354727506637573,0.21935629844665527,0.2566889226436615,0.5185362696647644,-0.014137590304017067,0.23638781905174255,0.13,0.07,-0.056875048271177744,0.2180021187746932,0.07312495172882226,1.0,True,True,False,0.3210982382297516,0.7167197465896606,-0.11949443072080612,True,30,raw,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch
