step,role,Q_mean,Q_selected,max_Q_current,max_Q_corridor,rho_cur,rho_cor,corridor_lift,num_high_risk_current,num_high_risk_corridor,risky_shadow_executed,clearance,cost,success,selection_score,source
0,near_obstacle,0.9919689297676086,0.8665052652359009,1.003404974937439,1.003370761871338,0.970302402973175,0.9631965756416321,-0.007105827331542969,16,16,False,0.03639940991052057,0.0,False,16.0,star_exec_replay_critic_query
14,approach,0.8117948174476624,0.6565243005752563,0.9235543012619019,0.9242249727249146,0.8536502718925476,0.8547293543815613,0.0010790824890136719,16,16,False,0.07189524822101054,0.0,False,19.0,star_exec_replay_critic_query
16,audit,0.025621959939599,0.025621959939599,0.5452471375465393,0.762424111366272,0.4085810780525207,0.6239330768585205,0.21535199880599976,11,11,False,0.0781779245310888,0.0,False,31.0,logged_selected_audit_snapshot
22,pass,0.09020722657442093,0.0820133239030838,0.15381915867328644,0.15776969492435455,0.10992055386304855,0.11448865383863449,0.0045680999755859375,16,16,False,0.13804642675593176,0.0,False,19.0,star_exec_replay_critic_query
