run_name,task,method,seed,checkpoint_path,checkpoint_name,threshold,mean_action_unsafe_rate,pSVR,rho_active_rate,hidden_unsafe_rate,audit_gap_positive_rate
risk_correction_cg095_thr0p50_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg095_thr0p50_pg1_s10/checkpoint/final.torch,final,0.6,0.091,0.118,0.096,0.027,0.998
risk_correction_cg095_thr0p50_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg095_thr0p50_pg1_s10/checkpoint/final.torch,final,0.65,0.067,0.092,0.071,0.025,0.998
risk_correction_cg095_thr0p50_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg095_thr0p50_pg1_s10/checkpoint/final.torch,final,0.7,0.056,0.069,0.059,0.013,0.998
risk_correction_cg095_thr0p50_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg095_thr0p50_pg1_s10/checkpoint/final.torch,final,0.75,0.043,0.055,0.045,0.012,0.998
risk_correction_cg095_thr0p50_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg095_thr0p50_pg1_s10/checkpoint/final.torch,final,0.8,0.035,0.046,0.038,0.011,0.998
risk_correction_cg095_thr0p50_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg095_thr0p50_pg1_s10/checkpoint/final.torch,final,0.85,0.03,0.037,0.03,0.007,0.998
risk_correction_cg095_thr0p50_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg095_thr0p50_pg1_s10/checkpoint/final.torch,final,0.9,0.018,0.029,0.021,0.011,0.998
risk_correction_cg095_thr0p50_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg095_thr0p50_pg1_s10/checkpoint/final.torch,final,0.95,0.007,0.01,0.007,0.003,0.998
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.05,1.0,1.0,1.0,0.0,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.1,1.0,1.0,1.0,0.0,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.15,1.0,1.0,1.0,0.0,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.2,0.981,0.983,0.981,0.002,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.25,0.927,0.939,0.928,0.012,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.3,0.752,0.792,0.753,0.04,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.35,0.592,0.629,0.593,0.037,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.4,0.435,0.474,0.439,0.039,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.45,0.364,0.386,0.367,0.022,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.5,0.285,0.319,0.288,0.034,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.55,0.196,0.243,0.204,0.047,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.6,0.131,0.171,0.137,0.04,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.65,0.099,0.124,0.104,0.025,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.7,0.074,0.091,0.076,0.017,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.75,0.051,0.068,0.052,0.017,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.8,0.03,0.045,0.033,0.015,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.85,0.016,0.026,0.016,0.01,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.9,0.005,0.012,0.006,0.007,1.0
risk_correction_cg097_thr0p55_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p55_pg1_s10/checkpoint/final.torch,final,0.95,0.003,0.004,0.002,0.001,1.0
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.05,1.0,1.0,1.0,0.0,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.1,1.0,1.0,1.0,0.0,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.15,1.0,1.0,1.0,0.0,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.2,1.0,1.0,1.0,0.0,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.25,0.985,0.987,0.985,0.002,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.3,0.916,0.925,0.915,0.009,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.35,0.83,0.847,0.832,0.017,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.4,0.76,0.796,0.767,0.036,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.45,0.648,0.701,0.657,0.053,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.5,0.552,0.593,0.555,0.041,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.55,0.425,0.484,0.434,0.059,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.6,0.297,0.353,0.31,0.056,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.65,0.202,0.256,0.21,0.054,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.7,0.144,0.175,0.148,0.031,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.75,0.104,0.134,0.108,0.03,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.8,0.072,0.097,0.074,0.025,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.85,0.05,0.063,0.052,0.013,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.9,0.028,0.039,0.027,0.011,0.997
risk_correction_cg097_thr0p60_pg1_s10,SafetyPointGoal1-v0,star_actor,10,results/star_risk_scale_correction_faf90bc/SafetyPointGoal1-v0/star_actor/risk_correction_cg097_thr0p60_pg1_s10/checkpoint/final.torch,final,0.95,0.013,0.016,0.013,0.003,0.997
