run_name,run_dir,phase,task,method,seed,ablation_group,ablation_name,star_algorithm_version,git_sha,final_step,expected_steps,completed,has_final_checkpoint,final_checkpoint,error_scan,train_latest_reward,train_latest_cost,train_avg_last10_reward,train_avg_last10_cost,train_total_cost,train_total_cost_rate,mechanism_rows,raw_eval_episodes,raw_return_mean,raw_cost_mean,raw_evr_mean,raw_constraint_satisfaction_rate,filtered_eval_episodes,filtered_return_mean,filtered_cost_mean,filtered_evr_mean,filtered_constraint_satisfaction_rate
starv2_core_100k_SafetyCarButton1_v0_selected_star_v2_star_v2_s11,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarButton1-v0/star_v2/starv2_core_100k_SafetyCarButton1_v0_selected_star_v2_star_v2_s11,core_100k,SafetyCarButton1-v0,star_v2,11,core_100k,selected_star_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarButton1-v0/star_v2/starv2_core_100k_SafetyCarButton1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,,23.393235063819656,201.0,20.284512913507765,251.9,26767.0,0.26767,19,10,17.353047208229537,334.8,0.3348,0.0,0,nan,nan,nan,nan
starv2_core_100k_SafetyCarButton1_v0_selected_star_v2_star_v2_s12,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarButton1-v0/star_v2/starv2_core_100k_SafetyCarButton1_v0_selected_star_v2_star_v2_s12,core_100k,SafetyCarButton1-v0,star_v2,12,core_100k,selected_star_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarButton1-v0/star_v2/starv2_core_100k_SafetyCarButton1_v0_selected_star_v2_star_v2_s12/checkpoint/final.torch,,25.04908756898345,145.0,15.787640102897933,260.4,24211.0,0.24211,19,10,17.459760866930615,282.4,0.28239999999999993,0.0,0,nan,nan,nan,nan
starv2_core_100k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s10,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/current_only_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s10,core_100k,SafetyCarGoal1-v0,current_only_v2,10,core_100k,selected_current_only_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/current_only_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s10/checkpoint/final.torch,,32.95180135183456,87.0,29.62524385658598,121.4,5880.0,0.0588,19,10,32.9528435513308,52.7,0.052700000000000004,0.2,0,nan,nan,nan,nan
starv2_core_100k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s11,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/current_only_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s11,core_100k,SafetyCarGoal1-v0,current_only_v2,11,core_100k,selected_current_only_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/current_only_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s11/checkpoint/final.torch,,36.89559416159405,98.0,34.592467710590874,67.6,6335.0,0.06335,19,10,33.88254389263061,71.9,0.07189999999999999,0.2,0,nan,nan,nan,nan
starv2_core_100k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s12,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/current_only_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s12,core_100k,SafetyCarGoal1-v0,current_only_v2,12,core_100k,selected_current_only_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/current_only_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s12/checkpoint/final.torch,,35.946282701891256,0.0,33.654293216562536,39.3,5164.0,0.05164,19,10,33.4755961947469,71.4,0.07139999999999999,0.2,0,nan,nan,nan,nan
starv2_core_100k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s10,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/pointwise_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s10,core_100k,SafetyCarGoal1-v0,pointwise_v2,10,core_100k,selected_pointwise_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/pointwise_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s10/checkpoint/final.torch,,34.332696087064356,152.0,33.63584523405775,45.7,6122.0,0.06122,19,10,33.08607137144942,85.0,0.08499999999999999,0.1,0,nan,nan,nan,nan
starv2_core_100k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s11,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/pointwise_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s11,core_100k,SafetyCarGoal1-v0,pointwise_v2,11,core_100k,selected_pointwise_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/pointwise_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s11/checkpoint/final.torch,,33.01158207002565,46.0,34.45755702632484,55.0,5813.0,0.05813,19,10,34.43249385139021,63.8,0.06380000000000001,0.2,0,nan,nan,nan,nan
starv2_core_100k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s12,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/pointwise_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s12,core_100k,SafetyCarGoal1-v0,pointwise_v2,12,core_100k,selected_pointwise_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/pointwise_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s12/checkpoint/final.torch,,32.803598004064014,130.0,31.931174423391372,86.1,6460.0,0.0646,19,10,33.21527656607979,89.6,0.08959999999999999,0.1,0,nan,nan,nan,nan
starv2_core_100k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s10,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/sac_lag/starv2_core_100k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s10,core_100k,SafetyCarGoal1-v0,sac_lag,10,core_100k,selected_sac_lag,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/sac_lag/starv2_core_100k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s10/checkpoint/final.torch,,22.038034495105347,0.0,29.757644996038795,45.2,5385.0,0.05385,19,10,29.992269109697894,64.6,0.0646,0.2,0,nan,nan,nan,nan
starv2_core_100k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s11,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/sac_lag/starv2_core_100k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s11,core_100k,SafetyCarGoal1-v0,sac_lag,11,core_100k,selected_sac_lag,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/sac_lag/starv2_core_100k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s11/checkpoint/final.torch,,31.531991992944786,43.0,32.67421806461191,49.8,6169.0,0.06169,19,10,31.393550827524336,73.2,0.07320000000000002,0.3,0,nan,nan,nan,nan
starv2_core_100k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s12,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/sac_lag/starv2_core_100k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s12,core_100k,SafetyCarGoal1-v0,sac_lag,12,core_100k,selected_sac_lag,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/sac_lag/starv2_core_100k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s12/checkpoint/final.torch,,31.38161660058372,88.0,32.02236612615782,84.1,6198.0,0.06198,19,10,30.501998008500493,69.8,0.0698,0.1,0,nan,nan,nan,nan
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,core_100k,SafetyCarGoal1-v0,star_v2,10,core_100k,selected_star_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,,27.396331457534465,88.0,31.748474439809087,90.1,6293.0,0.06293,19,10,32.81817607688657,55.7,0.055700000000000006,0.4,0,nan,nan,nan,nan
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,core_100k,SafetyCarGoal1-v0,star_v2,11,core_100k,selected_star_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,,36.973140573817886,58.0,33.91075857102728,69.7,6829.0,0.06829,19,10,33.11334409174972,67.7,0.06770000000000001,0.2,0,nan,nan,nan,nan
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s12,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s12,core_100k,SafetyCarGoal1-v0,star_v2,12,core_100k,selected_star_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s12/checkpoint/final.torch,,33.549161500009035,3.0,32.92906114844614,53.9,6126.0,0.06126,19,10,32.83473822537477,61.7,0.06169999999999999,0.1,0,nan,nan,nan,nan
starv2_core_100k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s10,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/current_only_v2/starv2_core_100k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s10,core_100k,SafetyPointButton1-v0,current_only_v2,10,core_100k,selected_current_only_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/current_only_v2/starv2_core_100k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s10/checkpoint/final.torch,,30.714376829940587,95.0,24.331224808935282,153.8,13129.0,0.13129,19,10,24.85754064647818,155.0,0.15500000000000003,0.0,0,nan,nan,nan,nan
starv2_core_100k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s11,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/current_only_v2/starv2_core_100k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s11,core_100k,SafetyPointButton1-v0,current_only_v2,11,core_100k,selected_current_only_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/current_only_v2/starv2_core_100k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s11/checkpoint/final.torch,,19.340408404847327,144.0,17.413699544335344,180.5,14271.0,0.14271,19,10,23.115269800627697,134.7,0.1347,0.0,0,nan,nan,nan,nan
starv2_core_100k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s12,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/current_only_v2/starv2_core_100k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s12,core_100k,SafetyPointButton1-v0,current_only_v2,12,core_100k,selected_current_only_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/current_only_v2/starv2_core_100k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s12/checkpoint/final.torch,,19.782461474867866,94.0,23.105955534317207,186.5,12782.0,0.12782,19,10,20.991169301731713,108.9,0.1089,0.2,0,nan,nan,nan,nan
starv2_core_100k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s10,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/pointwise_v2/starv2_core_100k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s10,core_100k,SafetyPointButton1-v0,pointwise_v2,10,core_100k,selected_pointwise_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/pointwise_v2/starv2_core_100k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s10/checkpoint/final.torch,,9.66046450996064,253.0,21.87740268342642,144.8,12987.0,0.12987,19,10,21.877293037156793,170.1,0.17010000000000003,0.0,0,nan,nan,nan,nan
starv2_core_100k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s11,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/pointwise_v2/starv2_core_100k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s11,core_100k,SafetyPointButton1-v0,pointwise_v2,11,core_100k,selected_pointwise_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/pointwise_v2/starv2_core_100k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s11/checkpoint/final.torch,,19.383891901008397,312.0,19.54109767184126,132.6,10449.0,0.10449,19,10,16.87801064442285,125.4,0.1254,0.2,0,nan,nan,nan,nan
starv2_core_100k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s12,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/pointwise_v2/starv2_core_100k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s12,core_100k,SafetyPointButton1-v0,pointwise_v2,12,core_100k,selected_pointwise_v2,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/pointwise_v2/starv2_core_100k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s12/checkpoint/final.torch,,9.282556561392049,51.0,20.84790547800158,142.5,12512.0,0.12512,19,10,23.88109987717972,131.5,0.13149999999999998,0.1,0,nan,nan,nan,nan
starv2_core_100k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s10,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/sac_lag/starv2_core_100k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s10,core_100k,SafetyPointButton1-v0,sac_lag,10,core_100k,selected_sac_lag,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/sac_lag/starv2_core_100k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s10/checkpoint/final.torch,,17.82370317087326,89.0,18.93163032291141,143.7,11830.0,0.1183,19,10,16.08949240347553,130.4,0.1304,0.0,0,nan,nan,nan,nan
starv2_core_100k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s11,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/sac_lag/starv2_core_100k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s11,core_100k,SafetyPointButton1-v0,sac_lag,11,core_100k,selected_sac_lag,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/sac_lag/starv2_core_100k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s11/checkpoint/final.torch,,4.567738317945009,150.0,7.538445266739503,135.3,12547.0,0.12547,19,10,8.411768009872926,144.3,0.1443,0.1,0,nan,nan,nan,nan
starv2_core_100k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s12,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/sac_lag/starv2_core_100k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s12,core_100k,SafetyPointButton1-v0,sac_lag,12,core_100k,selected_sac_lag,star_v2,57543f8eb582dda6e4a1c5e101d0dfbb4faf2f43,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/core_100k/SafetyPointButton1-v0/sac_lag/starv2_core_100k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s12/checkpoint/final.torch,,23.348308676220572,178.0,20.782753844430474,121.0,12681.0,0.12681,19,10,14.31640346332848,209.4,0.20940000000000003,0.0,0,nan,nan,nan,nan
