run_name,task,train_seed,eval_seed,checkpoint_path,candidates,margin,mode,episode_reward,episode_cost,episode_length,violation_rate,success,return_drop_vs_raw,execution_fallback_rate,safe_candidate_fraction,found_but_not_executed_rate,FNE,latency_ms
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800008,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,raw,35.38772738771815,65.0,1000,0.065,0.0,nan,0.0,0.0,0.131,0.131,5.083711948245764
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800008,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,star_exec,34.99126251098904,110.0,1000,0.11,0.0,0.011203456847774618,0.247,0.73715625,0.211,0.211,8.23775214701891
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800009,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,raw,37.650892480977774,0.0,1000,0.0,0.0,nan,0.0,0.0,0.072,0.072,5.070001520216465
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800009,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,star_exec,36.54675586259584,0.0,1000,0.0,0.0,0.02932564265082894,0.125,0.8535,0.13,0.13,8.283840484917164
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800010,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,raw,32.26357881935068,70.0,1000,0.07,0.0,nan,0.0,0.0,0.15,0.15,5.039768278598785
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800010,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,star_exec,37.454980483412236,101.0,1000,0.101,0.0,-0.16090594577647782,0.181,0.8038125,0.156,0.156,8.336176127195358
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800011,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,raw,32.934767998450546,62.0,1000,0.062,0.0,nan,0.0,0.0,0.16,0.16,5.102162584662437
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800011,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,star_exec,33.962396651818075,35.0,1000,0.035,0.0,-0.031201939950385407,0.177,0.80903125,0.154,0.154,8.430211115628481
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800012,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,raw,33.51435680284301,71.0,1000,0.071,0.0,nan,0.0,0.0,0.31,0.31,5.099025119096041
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800012,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,star_exec,34.29573025635901,91.0,1000,0.091,0.0,-0.02331458897190332,0.421,0.55896875,0.348,0.348,8.479306511580944
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800013,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,raw,35.47757766927202,61.0,1000,0.061,0.0,nan,0.0,0.0,0.207,0.207,5.24444667994976
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800013,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,star_exec,36.651751503579135,56.0,1000,0.056,0.0,-0.03309622334571314,0.258,0.7253125,0.221,0.221,8.384996350854635
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800014,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,raw,33.72601369632828,2.0,1000,0.002,0.0,nan,0.0,0.0,0.139,0.139,5.225943274796009
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800014,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,star_exec,35.891844212792115,0.0,1000,0.0,0.0,-0.06421839639766341,0.068,0.92003125,0.07,0.07,8.289765898138285
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800015,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,raw,32.28947914823498,98.0,1000,0.098,0.0,nan,0.0,0.0,0.306,0.306,5.527433462440968
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800015,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,star_exec,34.787734382356305,59.0,1000,0.059,0.0,-0.07737056465520238,0.271,0.71084375,0.239,0.239,8.331200044602156
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800016,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,raw,36.52796424025482,60.0,1000,0.06,0.0,nan,0.0,0.0,0.203,0.203,5.601960953325033
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800016,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,star_exec,33.61415370975106,44.0,1000,0.044,0.0,0.0797693107488498,0.233,0.75078125,0.205,0.205,8.230787813663483
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800017,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,raw,34.91264652535609,70.0,1000,0.07,0.0,nan,0.0,0.0,0.3,0.3,5.480254668742418
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800017,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,star_exec,35.279429486124634,100.0,1000,0.1,0.0,-0.010505733516998258,0.292,0.69028125,0.234,0.234,8.22543628886342
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800018,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,raw,30.998414134297146,0.0,1000,0.0,0.0,nan,0.0,0.0,0.064,0.064,5.321779936552048
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800018,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,star_exec,35.2460780566253,0.0,1000,0.0,0.0,-0.13702842680679173,0.014,0.9849375,0.015,0.015,8.177278593182564
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800019,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,raw,31.079580554627665,121.0,1000,0.121,0.0,nan,0.0,0.0,0.174,0.174,5.382651761174202
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10,SafetyCarGoal1-v0,10,800019,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10/checkpoint/final.torch,32,0.05,star_exec,33.027983514452075,146.0,1000,0.146,0.0,-0.06269077397617254,0.377,0.60340625,0.282,0.282,7.96814488619566
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800000,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,34.566286959819855,134.0,1000,0.134,0.0,nan,0.0,0.0,0.245,0.245,5.497731178998947
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800000,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,33.631778332630674,173.0,1000,0.173,0.0,0.02703526208283413,0.378,0.6095,0.274,0.274,7.37777790799737
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800001,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,35.38705772450058,34.0,1000,0.034,0.0,nan,0.0,0.0,0.124,0.124,5.315467298030853
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800001,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,34.37043871612536,95.0,1000,0.095,0.0,0.028728554272296827,0.3,0.68446875,0.242,0.242,6.52691550180316
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800002,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,35.88186284719001,26.0,1000,0.026,0.0,nan,0.0,0.0,0.063,0.063,5.128047443926334
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800002,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,36.8226204086893,19.0,1000,0.019,0.0,-0.026218191778551135,0.096,0.8945,0.095,0.095,6.522597547620535
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800003,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,34.392925597529484,161.0,1000,0.161,0.0,nan,0.0,0.0,0.265,0.265,5.342031303793192
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800003,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,32.75233005429855,68.0,1000,0.068,0.0,0.04770154078863196,0.229,0.75775,0.187,0.187,8.731797780841589
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800004,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,33.90772371721906,129.0,1000,0.129,0.0,nan,0.0,0.0,0.197,0.197,4.924299072474241
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800004,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,30.961868187015128,185.0,1000,0.185,0.0,0.08687859895201304,0.313,0.66709375,0.22,0.22,8.495943374931812
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800005,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,33.63985633366027,53.0,1000,0.053,0.0,nan,0.0,0.0,0.174,0.174,5.004414699971676
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800005,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,32.30284066236365,77.0,1000,0.077,0.0,0.03974498755390915,0.208,0.77959375,0.153,0.153,8.3993910998106
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800006,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,34.0615361984709,131.0,1000,0.131,0.0,nan,0.0,0.0,0.267,0.267,5.2389035150408745
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800006,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,32.370775493552806,151.0,1000,0.151,0.0,0.04963841604401839,0.324,0.6555,0.212,0.212,8.23530162870884
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800007,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,36.7302590853178,43.0,1000,0.043,0.0,nan,0.0,0.0,0.188,0.188,5.41803877428174
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800007,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,34.88755442444728,13.0,1000,0.013,0.0,0.050168572364007694,0.128,0.84178125,0.141,0.141,8.279415477067232
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800008,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,36.26036424240154,114.0,1000,0.114,0.0,nan,0.0,0.0,0.19,0.19,4.99025309458375
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800008,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,32.816669151684806,79.0,1000,0.079,0.0,0.0949713319947792,0.221,0.762125,0.189,0.189,8.32791844010353
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800009,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,39.4110987168247,0.0,1000,0.0,0.0,nan,0.0,0.0,0.101,0.101,4.854787744581699
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800009,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,35.67640886761556,35.0,1000,0.035,0.0,0.09476238853535923,0.123,0.86703125,0.104,0.104,8.435007344931364
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800010,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,35.222341881063,73.0,1000,0.073,0.0,nan,0.0,0.0,0.238,0.238,4.993980623781681
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800010,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,37.220378997835546,31.0,1000,0.031,0.0,-0.05672641312492545,0.208,0.76559375,0.19,0.19,8.456118121743202
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800011,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,36.38677420899402,56.0,1000,0.056,0.0,nan,0.0,0.0,0.116,0.116,5.157408237457275
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800011,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,33.17467552532116,101.0,1000,0.101,0.0,0.0882765442526888,0.222,0.76525,0.193,0.193,8.26138924062252
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800012,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,32.2602152593866,95.0,1000,0.095,0.0,nan,0.0,0.0,0.191,0.191,5.351484440267086
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800012,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,34.28390767696961,61.0,1000,0.061,0.0,-0.06273028252637558,0.301,0.68678125,0.286,0.286,8.213599853217602
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800013,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,39.9418330666353,8.0,1000,0.008,0.0,nan,0.0,0.0,0.172,0.172,5.407838046550751
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800013,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,39.78516804160475,0.0,1000,0.0,0.0,0.0039223293725448955,0.171,0.8108125,0.173,0.173,8.319486953318119
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800014,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,33.659988161042065,0.0,1000,0.0,0.0,nan,0.0,0.0,0.066,0.066,5.171551525592804
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800014,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,35.71992967728474,12.0,1000,0.012,0.0,-0.061198521710320794,0.092,0.9014375,0.089,0.089,8.379955921322107
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800015,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,33.61743426473169,85.0,1000,0.085,0.0,nan,0.0,0.0,0.347,0.347,5.033341646194458
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800015,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,34.9895596755696,108.0,1000,0.108,0.0,-0.04081588737655144,0.329,0.65090625,0.242,0.242,8.395256239920855
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800016,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,35.204069829446006,129.0,1000,0.129,0.0,nan,0.0,0.0,0.153,0.153,4.99398198351264
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800016,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,34.649874074384506,42.0,1000,0.042,0.0,0.01574237745085795,0.147,0.84196875,0.132,0.132,8.357974335551262
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800017,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,34.47721048003812,76.0,1000,0.076,0.0,nan,0.0,0.0,0.209,0.209,4.918190438300371
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800017,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,35.65679927333364,41.0,1000,0.041,0.0,-0.034213579836410775,0.235,0.75396875,0.22,0.22,8.319359958171844
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800018,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,34.25493442033583,0.0,1000,0.0,0.0,nan,0.0,0.0,0.016,0.016,5.212562374770641
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800018,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,34.67833850492595,0.0,1000,0.0,0.0,-0.012360382285209078,0.041,0.95171875,0.038,0.038,8.420789323747158
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800019,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,raw,32.0199944469326,96.0,1000,0.096,0.0,nan,0.0,0.0,0.135,0.135,5.0956768952310085
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11,SafetyCarGoal1-v0,11,800019,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11/checkpoint/final.torch,32,0.05,star_exec,32.49565212514947,127.0,1000,0.127,0.0,-0.014855020634222366,0.213,0.77046875,0.147,0.147,6.865379009395838
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s12,SafetyCarGoal1-v0,12,800000,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s12/checkpoint/final.torch,32,0.05,raw,35.35464875236488,132.0,1000,0.132,0.0,nan,0.0,0.0,0.284,0.284,5.629301283508539
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s12,SafetyCarGoal1-v0,12,800000,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s12/checkpoint/final.torch,32,0.05,star_exec,32.20447884917919,169.0,1000,0.169,0.0,0.08910199971863604,0.353,0.6228125,0.244,0.244,7.424046874046326
starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s12,SafetyCarGoal1-v0,12,800001,results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s12/checkpoint/final.torch,32,0.05,raw,31.40290544005023,100.0,1000,0.1,0.0,nan,0.0,0.0,0.125,0.125,5.338151730597019
