method,train_return_last_mean,train_return_last_sem,train_cost_last_mean,train_cost_last_sem,train_total_cost_mean,train_total_cost_sem,eval_return_mean,eval_return_sem,eval_cost_mean,eval_cost_sem,eval_success_mean,eval_success_sem,eval_violation_rate_mean,eval_violation_rate_sem
current_only_v2,-1.4625443079074225,0.5932963724139162,5.0,2.6457513110645907,240593.66666666666,653.7587050620762,-1.7737700276944521,0.35545407058755507,10.333333333333334,0.1589898669028245,0.9500000000000001,0.028867513459481277,0.8429798430127379,0.041120316401660036
sac_lag,-2.3097882609566054,0.5928850488502624,0.0,0.0,18808.0,5981.1444835694565,-5.97923986892325,1.8787588261807728,9.433333333333334,0.5510091751605516,0.48333333333333334,0.2027587510099407,0.46332944832944833,0.16848042576849542
star_v2,-0.7294491825501123,0.2200874895864842,4.333333333333333,3.3333333333333335,229432.33333333334,6154.531943571702,-8.060174093948875,3.8158327551842515,8.283333333333333,1.0682280239308042,0.5666666666666667,0.29627314724385295,0.5280221445221445,0.2473861632890441
